trade_date,close_price,portfolio_value_DQN_Advanced,portfolio_value_TA_RSI,portfolio_value_TA_MACD,portfolio_value_TA_SMA_Crossover,portfolio_value_TA_Stochastic,portfolio_value_TA_All_Signals,portfolio_value_Buy_and_Hold,pnl_DQN_Advanced
2015-12-02,29.07,29.07,29.07,29.07,29.07,29.07,29.07,29.07,0.0
2015-12-03,28.799999,28.799999,29.07,29.07,28.799999,28.799999,29.07,28.799999,-0.2700010000000006
2015-12-04,29.7575,29.7575,29.07,29.07,29.7575,28.799999,29.07,29.7575,0.6875
2015-12-07,29.57,29.57,28.886831891119886,29.07,29.57,28.618532149206082,29.07,29.57,0.5
2015-12-08,29.557501,29.557501,28.886831891119886,29.07,29.557501,28.606435326976356,29.07,29.557501,0.4875009999999982
2015-12-09,28.905001,28.905001,28.886831891119886,29.07,28.905001,27.974930686213522,29.07,28.905001,-0.16499900000000167
2015-12-10,29.0425,29.0425,28.886831891119886,29.07,29.0425,27.974930686213522,29.07,29.0425,-0.027499999999999858
2016-02-17,24.530001,29.0425,28.886831891119886,29.07,24.530001,27.974930686213522,29.07,24.530001,-0.027499999999999858
2016-02-18,24.065001,28.49195935795111,28.886831891119886,28.51893805752393,24.530001,27.444627292867175,29.07,24.065001,-0.5780406420488902
2016-02-19,24.01,28.426840463642872,28.886831891119886,28.453757502904306,24.530001,27.38190209515225,29.07,24.01,-0.6431595363571283
2016-02-22,24.219999,28.675470537384,28.886831891119886,28.45375750290431,24.530001,27.621392809774484,29.07,24.219999,-0.3945294626159992
2016-02-23,23.672501,28.027255697727043,28.886831891119886,27.81055453145393,24.530001,26.99700561138666,29.07,23.672501,-1.0427443022729577
2016-04-01,27.497499,32.5558940950512,28.886831891119886,27.81055453145393,24.530001,26.99700561138666,29.07,27.497499,3.4858940950512007
2016-04-04,27.780001,32.89036470249227,29.18360752816619,27.81055453145393,24.7820157138655,27.274365675268392,29.070000000000004,27.780001,3.8203647024922702
2016-04-05,27.452499,32.50261596840131,28.839558230518954,27.482692331947163,24.48985734748091,26.952824675058142,28.727290036094676,27.452499,3.432615968401308
2016-04-06,27.74,32.84300518373399,29.141585445995126,27.482692331947163,24.7463315751007,27.23509275006668,28.727290036094676,27.74,3.773005183733993
2016-04-07,27.135,32.84300518373399,28.506017342360412,27.482692331947163,24.20662246901073,26.64110460609443,28.727290036094676,27.135,3.773005183733993
2016-04-08,27.165001,32.84300518373399,28.537534166620155,27.482692331947163,24.233385796104617,26.670559545445357,28.727290036094676,27.165001,3.773005183733993
2016-04-11,27.254999,32.84300518373399,28.63207938677043,27.482692331947163,24.313671316980464,26.758919454505218,28.727290036094676,27.254999,3.773005183733993
2016-04-12,27.610001,32.84300518373399,29.00501814367379,27.482692331947163,24.630361915460057,26.758919454505218,28.727290036094676,27.610001,3.773005183733993
2016-04-13,28.01,32.84300518373399,29.425227409600705,27.482692331947163,24.987193490215237,27.14658843803342,28.727290036094676,28.01,3.773005183733993
2016-04-14,28.025,32.84300518373399,29.44098529646768,27.482692331947163,25.000574707721597,27.161126061259782,28.727290036094676,28.025,3.773005183733993
2016-04-15,27.4625,32.84300518373399,28.85006453895606,26.931077187015127,24.498779051232983,26.615965190271073,28.150694116547726,27.4625,3.773005183733993
2016-06-01,24.615,32.84300518373399,25.858692348708363,26.931077187015127,21.958577927941736,23.856239714465996,28.150694116547726,24.615,3.773005183733993
2016-06-06,24.657499,32.89971023664091,25.858692348708363,26.977575007424267,21.958577927941736,23.89742867776582,28.150694116547726,24.657499,3.8297102366409064
2016-06-07,24.7575,33.033138364261404,25.858692348708363,26.977575007424267,21.958577927941736,23.99434713511647,28.150694116547726,24.7575,3.963138364261404
2016-06-08,24.735001,33.00311867002501,25.858692348708363,26.977575007424267,21.958577927941736,23.972541669451804,28.150694116547726,24.735001,3.93311867002501
2016-06-09,24.9125,33.23994989395788,25.858692348708363,26.977575007424267,21.958577927941736,24.14456924178892,28.150694116547726,24.9125,4.169949893957877
2016-06-10,24.7075,32.96642496758512,25.6459063203497,26.977575007424267,21.958577927941736,23.945888391028586,28.150694116547726,24.7075,3.8964249675851192
2016-06-30,23.9,31.88900361126315,25.6459063203497,26.977575007424267,21.958577927941736,23.163279674009235,28.150694116547726,23.9,2.819003611263149
2016-08-01,26.512501,35.37477992186686,25.6459063203497,26.97757500742427,21.958577927941736,23.163279674009235,28.15069411654773,26.512501,6.30477992186686
2016-08-02,26.120001,34.85107975795804,25.26623568004544,26.578189895079944,21.63349573985555,22.820362675267823,27.73394175354942,26.120001,5.7810797579580395
2016-08-03,26.4475,35.28805117191976,25.583029960374116,26.578189895079944,21.904741832890043,23.10648999799601,27.73394175354942,26.4475,6.218051171919761
2016-08-04,26.467501,35.3147378648582,25.60237720235303,26.578189895079944,21.921307358607013,23.123964349312768,27.73394175354942,26.467501,6.244737864858202
2016-08-05,26.870001,35.851780708102275,25.99172097998988,26.578189895079944,22.254671895434246,23.475618086875613,27.73394175354942,26.870001,6.781780708102275
2016-08-08,27.092501,36.148655323311736,26.206948285640063,26.798273521115362,22.438954154922595,23.67001052565259,27.963595710025444,27.092501,7.078655323311736
2016-08-09,27.202499,36.295422127463695,26.313350861671115,26.90707693098792,22.530058334604387,23.766112905340638,28.07713043319151,27.202499,7.225422127463695
2016-08-10,27.0,36.295422127463695,26.11747079799985,26.90707693098792,22.362341600833016,23.589194817880415,28.07713043319151,27.0,7.225422127463695
2016-08-11,26.9825,36.27189731682552,26.100542807667814,26.90707693098792,22.34784749053618,23.5739055249429,28.07713043319151,26.9825,7.201897316825523
2016-08-12,27.045,36.35591449767613,26.16099991599652,26.90707693098792,22.39961217016774,23.628510142576886,28.07713043319151,27.045,7.285914497676131
2016-08-15,27.370001,36.792805182374195,26.475377846619505,26.90707693098792,22.66878933248671,23.912455027947473,28.07713043319151,27.370001,7.722805182374195
2016-08-16,27.344999,36.75919562148417,26.45119306866056,26.90707693098792,22.64808180416434,23.89061143354612,28.07713043319151,27.344999,7.689195621484167
2016-08-17,27.305,36.70542597001467,26.412501486643922,26.90707693098792,22.614953237435017,23.85566535193425,28.07713043319151,27.305,7.635425970014673
2016-08-18,27.27,36.65837634873833,26.37864550597985,26.90707693098792,22.585965016841346,23.82508676605922,28.07713043319151,27.27,7.588376348738329
2016-08-19,27.34,36.75247559129101,26.446357467307998,26.90707693098792,22.64394145802869,23.88624393780928,28.07713043319151,27.34,7.682475591291009
2016-10-03,28.129999,37.814451412967834,27.210534349269075,26.90707693098792,23.298246180336708,24.576445431028937,28.07713043319151,28.129999,8.744451412967834
2016-10-04,28.25,37.9757657444759,27.32661296457392,26.90707693098792,23.397635193464172,24.681287170560065,28.07713043319151,28.25,8.9057657444759
2016-10-05,28.262501,37.992570524920914,27.338705353553394,26.90707693098792,23.40798895762536,24.681287170560065,28.07713043319151,28.262501,8.922570524920914
2016-10-06,28.4725,38.27486690830408,27.541840270224103,26.90707693098792,23.58191745295252,24.681287170560065,28.07713043319151,28.4725,9.204866908304076
2016-10-07,28.514999,38.33199724700759,27.582950136573885,26.90707693098792,23.617116606867103,24.681287170560065,28.07713043319151,28.514999,9.261997247007592
2016-10-10,29.012501,39.00077669512824,28.064190653497832,26.90707693098792,24.029165113204055,24.681287170560065,28.07713043319151,29.012501,9.930776695128237
2016-10-11,29.075001,39.08479387597885,28.124647761826537,26.90707693098792,24.08092979283561,24.734456680081497,28.07713043319151,29.075001,10.014793875978853
2016-10-12,29.334999,39.4343026597676,28.376147397846474,27.147688657463974,24.296269203633145,24.95564013826634,28.328205153992684,29.334999,10.364302659767603
2016-10-13,29.245001,39.31332060789251,28.289091096480607,27.0644011931012,24.221729721433448,24.879077745979785,28.241295936526917,29.245001,10.243320607892507
2016-10-14,29.407499,39.53176258955431,28.446277643507774,27.21478282807111,24.356316232005753,25.0173167693112,28.39821691276808,29.407499,10.461762589554311
2016-10-17,29.387501,39.5048797802319,28.426933303470054,27.196275942225572,24.339753190993402,25.000304227688645,28.378905255499248,29.387501,10.434879780231903
2016-10-18,29.3675,39.47799293808481,28.407586061491134,27.196275942225572,24.32318766527643,24.983289133929635,28.378905255499248,29.3675,10.40799293808481
2016-10-25,29.5625,39.74012654233872,28.59621223947669,27.196275942225572,24.484693465726888,25.1491780036365,28.378905255499248,29.5625,10.670126542338721
2016-12-01,27.372499,39.74012654233872,26.477794196325192,27.196275942225572,22.670858263202227,23.286117539293432,28.378905255499248,27.372499,10.670126542338721
2016-12-08,28.030001,40.69470554083793,26.477794196325192,27.849544970550866,22.670858263202227,23.84546248088318,28.378905255499248,28.030001,11.62470554083793
2016-12-09,28.487499,41.358913379985786,26.477794196325192,28.304097616658055,22.670858263202227,24.234661589155746,28.378905255499248,28.487499,12.288913379985786
2016-12-12,28.325001,41.1229944351033,26.326759926826334,28.142645772306548,22.670858263202227,24.096422565824334,28.378905255499248,28.325001,12.052994435103301
2016-12-13,28.797501,41.808982579308,26.765926515573337,28.61210383613556,22.670858263202227,24.498384057806344,28.378905255499248,28.797501,12.738982579308
2016-12-14,28.797501,41.808982579308,26.765926515573337,28.61210383613556,22.670858263202227,24.498384057806344,28.378905255499248,28.797501,12.738982579308
2016-12-15,28.955,42.03764384221614,26.912314449035904,28.768588863849857,22.670858263202227,24.632370371088196,28.378905255499248,28.955,12.967643842216141
2016-12-16,28.9925,42.09208734572445,26.947168940206303,28.805847440344223,22.670858263202227,24.664272076801055,28.378905255499248,28.9925,13.02208734572445
2016-12-19,29.16,42.33526832806157,27.102852334100746,28.805847440344223,22.670858263202227,24.806766362318488,28.378905255499248,29.16,13.265268328061566
2016-12-20,29.237499,42.44778345015198,27.174884019733135,28.882405203402495,22.670858263202227,24.87269570341291,28.378905255499248,29.237499,13.37778345015198
2016-12-21,29.264999,42.48770868605808,27.200443979924756,28.882405203402495,22.670858263202227,24.896090287602338,28.378905255499248,29.264999,13.417708686058077
2016-12-22,29.0725,42.208233486542184,27.021525188036485,28.882405203402495,22.670858263202227,24.732329048988486,28.378905255499248,29.0725,13.138233486542184
2016-12-23,29.129999,42.291712073428165,27.074967811711332,28.882405203402495,22.715696226200794,24.781244147036052,28.378905255499248,29.129999,13.221712073428165
2016-12-27,29.315001,42.560302927722674,27.246918493724817,28.882405203402495,22.859961567000827,24.938627596643787,28.378905255499248,29.315001,13.490302927722674
2016-12-28,29.190001,42.378824582694975,27.13073685649016,28.882405203402495,22.76248603916867,24.832288577600927,28.378905255499248,29.190001,13.308824582694974
2016-12-29,29.182501,42.36793588199331,27.12376595825608,28.882405203402495,22.756637507498745,24.825908236458353,28.378905255499248,29.182501,13.297935881993311
2017-02-01,32.1875,46.730673844632435,29.91677158792413,28.882405203402495,25.099948416779487,27.38229740353657,28.378905255499248,32.1875,17.660673844632434
2017-02-02,32.1325,46.65082337282025,29.865651667540885,28.83305274402581,25.05705918453334,27.33550823515771,28.330413145548103,32.1325,17.580823372820248
2017-02-03,32.27,46.85044955235072,29.99345146849901,28.95643389246753,25.16428226514871,27.45248115610486,28.451643420425967,32.27,17.780449552350717
2017-02-06,32.572498,47.28962424366423,30.274609171700682,29.227870624404428,25.400171482894077,27.709819880764275,28.718348261807808,32.572498,18.219624243664228
2017-02-07,32.8825,47.73969344298644,30.562741490948824,29.506040826435186,25.641912351526262,27.973542349414874,28.991669190336435,32.8825,18.669693442986443
2017-02-08,33.009998,47.924798451261175,30.68124490202198,29.620447005809897,25.741335830306614,28.082006447414287,29.104080954601002,33.009998,18.854798451261175
2017-02-09,33.105,48.06272489713574,30.76954480522651,29.705693957549965,25.81541879106749,28.16282580331116,29.187841816956972,33.105,18.992724897135737
2017-02-10,33.029999,47.953836438292356,30.69983489343262,29.705693957549965,25.756932694563975,28.099021541173293,29.187841816956972,33.029999,18.883836438292356
2017-02-13,33.322498,48.37849431383042,30.971698995108625,29.705693957549965,25.985024649887,28.34785399502144,29.187841816956972,33.322498,19.308494313830423
2017-02-14,33.755001,49.006413743106535,31.373690248299827,29.70569395754997,26.322292315598915,28.71578955304619,29.187841816956972,33.755001,19.936413743106534
2017-02-15,33.877499,49.18425961758016,31.487546393883594,29.813496890170587,26.41781677326598,28.82000009028389,29.293765447262704,33.877499,20.11425961758016
2017-02-16,33.837502,49.12619090265158,31.4503710583278,29.813496890170587,26.38662694377236,28.78597415632663,29.293765447262704,33.837502,20.05619090265158
2017-02-17,33.93,49.26048197431855,31.536343610975248,29.813496890170587,26.458757274759705,28.86466332899404,29.293765447262704,33.93,20.19048197431855
2017-02-21,34.174999,49.61617807874608,31.76405869050208,29.813496890170587,26.649808529506505,29.0730869556059,29.293765447262704,34.174999,20.54617807874608
2017-02-22,34.2775,49.76499177349556,31.859328562487597,29.813496890170587,26.729739242133096,29.1602858019332,29.293765447262704,34.2775,20.69499177349556
2017-02-23,34.1325,49.55447689326343,31.72455786329539,29.813496890170587,26.616667629847793,29.036932539843477,29.293765447262704,34.1325,20.484476893263427
2017-02-27,34.232498,49.69965666563206,31.817501314176923,29.813496890170587,26.694646492505072,29.12200205365346,29.293765447262704,34.232498,20.629656665632062
2017-02-28,34.247501,49.72143842251567,31.831445899004375,29.813496890170587,26.7063458952576,29.13476528807506,29.293765447262704,34.247501,20.651438422515668
2017-04-03,35.924999,52.15687490913387,33.390601611787275,29.813496890170587,28.01446591915665,30.561833222205944,29.293765447262704,35.924999,23.08687490913387
2017-04-04,36.192501,52.54524147114666,33.639232174375636,29.813496890170587,28.223065108325905,30.78940042438197,29.293765447262704,36.192501,23.47524147114666
2017-04-05,36.005001,52.27302395360511,33.46495971852365,29.813496890170587,28.076851816577673,30.62989189581768,29.293765447262704,36.005001,23.20302395360511
2017-04-06,35.915001,52.27302395360511,33.38130893971469,29.813496890170587,28.00666943653852,30.553327802106818,29.293765447262704,35.915001,23.20302395360511
2017-04-07,35.834999,52.27302395360511,33.30695083297832,29.813496890170587,27.944283539117503,30.485269128495087,29.293765447262704,35.834999,23.20302395360511
2017-04-10,35.7925,52.27302395360511,33.267450005771636,29.813496890170587,27.911142639458788,30.449114712732662,29.293765447262704,35.7925,23.20302395360511
2017-04-25,36.1325,52.27302395360511,33.5834640590499,29.813496890170587,28.17627607516225,30.738356844529243,29.293765447262704,36.1325,23.20302395360511
2017-04-26,35.919998,52.27302395360511,33.38595341684479,29.813496890170587,28.01056611823914,30.557578810732075,29.293765447262704,35.919998,23.20302395360511
2017-04-27,35.947498,52.27302395360511,33.411513377036414,29.813496890170587,28.032010734362217,30.580973394921507,29.293765447262704,35.947498,23.20302395360511
2017-04-28,35.912498,52.27302395360511,33.37898251861071,29.813496890170587,28.004717586569214,30.551198469589504,29.293765447262704,35.912498,23.20302395360511
2017-06-02,38.862499,52.27302395360511,36.12087008680171,29.813496890170587,30.305140823212255,33.06080016971316,29.293765447262704,38.862499,23.20302395360511
2017-06-05,38.482498,51.761893638094676,35.76767698015525,29.813496890170587,30.008814438798286,33.06080016971316,29.293765447262704,38.482498,22.691893638094676
2017-06-06,38.612499,51.761893638094676,35.888506812332395,29.813496890170587,30.110189767547947,33.172485671077,29.293765447262704,38.612499,22.691893638094676
2017-06-07,38.842499,51.761893638094676,36.10228102484416,29.813496890170587,30.28954473875911,33.37008157659836,29.293765447262704,38.842499,22.691893638094676
2017-06-08,38.747501,51.635298375214404,36.01398483945202,29.813496890170587,30.215464897215117,33.28846759471698,29.293765447262704,38.747501,22.565298375214404
2017-08-02,39.285,51.635298375214404,36.51356495010794,29.81349689017059,30.634608887089154,33.75023977568144,29.293765447262704,39.285,22.565298375214404
