trade_date,strategy,buy_and_hold
2023-03-08,2.420219005731573,5.766236411574253
2023-03-09,2.420219005731573,6.204285859288726
2023-03-10,2.420219005731573,6.718174448441892
2023-03-13,2.5751106018793877,7.148130894967724
2023-03-14,2.7939924279285338,7.755714872909086
2023-03-15,2.7939924279285338,8.375194842667826
2023-03-16,2.9621516561958408,8.879264319468632
2023-03-17,2.9621516561958408,9.536329879109312
2023-03-20,2.9621516561958408,10.156124566942264
2023-03-21,2.9621516561958408,10.62605860677925
2023-03-22,2.9621516561958408,11.110139332669684
2023-03-23,2.9621516561958408,11.557533533456958
2023-03-24,2.9621516561958408,11.81139475751934
2023-03-27,2.9621516561958408,12.220328866814173
2023-03-28,3.1643273931861753,13.054402972960839
2023-03-29,3.1643273931861753,13.7778910401253
2023-03-30,3.1643273931861753,14.391434306033123
2023-03-31,3.2341767560633667,14.709110826904496
2023-04-03,3.259089619615323,14.822415107604142
2023-04-04,3.259089619615323,14.836733560598088
2023-04-05,3.259089619615323,15.725528084545717
2023-04-06,3.259089619615323,16.569768785292638
2023-04-10,3.259089619615323,17.565810726514147
2023-04-11,3.259089619615323,18.959710505095224
2023-04-12,3.259089619615323,20.576196463049136
2023-04-13,3.259089619615323,21.477084072790813
2023-04-14,3.259089619615323,22.399804035810128
2023-04-17,3.259089619615323,23.359344441292127
2023-04-18,3.259089619615323,24.26566364626982
2023-04-19,3.259089619615323,25.374822865877167
2023-04-20,3.259089619615323,26.70748318797017
2023-04-21,3.259089619615323,28.232186695688195
2023-04-24,3.259089619615323,29.336545142663432
2023-04-25,3.259089619615323,30.824729404660467
2023-04-26,3.259089619615323,32.607138557755555
2023-04-27,3.259089619615323,34.013321408058765
2023-04-28,3.259089619615323,35.58997490860792
2023-05-01,3.259089619615323,37.24896599899777
2023-05-02,3.259089619615323,39.85669161065561
2023-05-03,3.259089619615323,43.12956369895621
2023-05-04,3.259089619615323,46.781602634729026
2023-05-05,3.259089619615323,48.368528159304304
2023-05-08,3.259089619615323,49.64144271487271
2023-05-09,3.259089619615323,52.256802124305786
2023-05-10,3.259089619615323,54.56022970514306
2023-05-11,3.259089619615323,57.79275963448367
2023-05-12,3.259089619615323,61.38949203033577
2023-05-15,3.259089619615323,65.62794533909421
2023-05-16,3.259089619615323,70.94472770279559
2023-05-17,3.259089619615323,75.96910426343528
2023-05-18,3.259089619615323,80.29159435781622
2023-05-19,3.259089619615323,84.32544405835291
2023-05-22,3.259089619615323,90.52159336231664
2023-05-23,3.259089619615323,98.49944242852433
2023-05-24,3.259089619615323,106.19756785208322
2023-05-25,3.259089619615323,115.44896897551746
2023-05-26,3.259089619615323,124.54380785347078
2023-05-30,3.259089619615323,133.17681098244984
2023-05-31,3.259089619615323,145.73937956242435
2023-06-01,3.259089619615323,155.74992606580815
2023-06-02,3.259089619615323,164.68436482464716
2023-06-05,3.259089619615323,175.90002880666492
2023-06-06,3.259089619615323,187.1581583503779
2023-06-07,3.259089619615323,198.51472824092048
2023-06-08,3.259089619615323,206.77115430318858
2023-06-09,3.259089619615323,216.83780795043933
2023-06-12,3.259089619615323,224.8016101230351
2023-06-13,3.259089619615323,233.85212294658848
2023-06-14,3.259089619615323,246.6157718170133
2023-06-15,3.259089619615323,256.8510661947348
2023-06-16,3.259089619615323,270.9909742398211
2023-06-20,3.259089619615323,282.8847680992069
2023-06-21,3.259089619615323,295.1560264545824
2023-06-22,3.259089619615323,304.2317791120343
2023-06-23,3.259089619615323,315.5418997323033
2023-06-26,3.259089619615323,331.26188163506697
2023-06-27,3.259089619615323,340.35104514336996
2023-06-28,3.259089619615323,352.18471063195983
2023-06-29,3.259089619615323,364.92781001675604
2023-06-30,3.259089619615323,368.0132746504477
2023-07-03,3.259089619615323,368.24254692055496
2023-07-05,3.259089619615323,367.9346961513294
2023-07-06,3.259089619615323,349.09754351246977
2023-07-07,3.259089619615323,327.4391828154126
2023-07-10,3.259089619615323,312.1444985861047
2023-07-11,3.259089619615323,295.730692272453
2023-07-12,3.259089619615323,277.34186209625955
2023-07-13,3.259089619615323,259.1329821403296
2023-07-14,3.259089619615323,244.20148057642166
2023-07-17,3.259089619615323,223.6819627680267
2023-07-18,3.259089619615323,204.1442380480906
2023-07-19,3.259089619615323,182.31203251003757
2023-07-20,3.259089619615323,164.93860737199353
2023-07-21,3.259089619615323,151.30758604294985
2023-07-24,3.259089619615323,139.3123745442229
2023-07-25,3.259089619615323,130.49445848507176
2023-07-26,3.259089619615323,118.49718945532972
2023-07-27,3.259089619615323,109.68514596148412
2023-07-28,3.259089619615323,101.06137073055436
2023-07-31,3.259089619615323,94.846197491996
2023-08-01,3.259089619615323,91.10944700320633
2023-08-02,3.259089619615323,89.00117439955213
2023-08-03,3.259089619615323,88.32423146706914
2023-08-04,3.259089619615323,92.19044805107717
2023-08-07,3.259089619615323,94.4105784210432
2023-08-08,3.259089619615323,93.36026073610908
2023-08-09,3.259089619615323,93.4810689135016
2023-08-10,3.288978730516815,94.33838379650733
2023-08-11,3.288978730516815,93.5477338019088
2023-08-14,3.1927629467342764,90.81108839726777
2023-08-15,3.161997482979545,89.93603274947169
2023-08-16,3.1340612352174206,89.1414479001301
2023-08-17,3.205567976360141,91.17529917541947
2023-08-18,3.2897077246036424,93.56846842817588
2023-08-21,3.283161206231681,93.38226717600381
2023-08-22,3.222028744571647,91.64348936118662
2023-08-23,3.1094220619776123,88.44064105150251
2023-08-24,3.1094220619776123,88.2902035210739
2023-08-25,2.993652059766062,85.00298266357728
2023-08-28,2.831500895948833,80.39879610760462
2023-08-29,2.624968389097429,74.53442752071983
2023-08-30,2.624968389097429,68.00446632562956
2023-08-31,2.624968389097429,62.8933866455279
2023-09-01,2.624968389097429,57.23008875164469
2023-09-05,2.624968389097429,52.39099859724937
2023-09-06,2.5101601466634746,50.099573491601475
2023-09-07,2.5091711435656894,50.079834259645786
2023-09-08,2.5091711435656894,50.30749718619013
2023-09-11,2.495601546021286,50.035434241407216
2023-09-12,2.495601546021286,51.02878771740187
2023-09-13,2.495601546021286,52.93272281592586
2023-09-14,2.495601546021286,53.8694732115993
2023-09-15,2.495601546021286,55.01145217421199
2023-09-18,2.495601546021286,54.75801441404539
2023-09-19,2.495601546021286,53.77028935004484
2023-09-20,2.495601546021286,53.761094630565985
2023-09-21,2.495601546021286,53.436538902281264
2023-09-22,2.495601546021286,52.889295307383
2023-09-25,2.495601546021286,52.096326102839406
2023-09-26,2.4831210426896337,51.835792375999105
2023-09-27,2.4831210426896337,50.75911113255723
2023-09-28,2.4831210426896337,50.024576035357995
2023-09-29,2.4831210426896337,49.75574396374398
2023-10-02,2.4405330336864637,48.902383199021806
2023-10-03,2.4405330336864637,49.347737202815296
2023-10-04,2.4954816349399147,50.458801505936684
2023-10-05,2.520306686244297,50.960765663317744
2023-10-06,2.54501325268955,51.46033404911525
2023-10-09,2.5852524572278246,52.27397339076581
2023-10-10,2.6504680357138537,53.59263664352127
2023-10-11,2.6504680357138537,54.37058735703862
2023-10-12,2.6504680357138537,56.15644366936791
2023-10-13,2.6504680357138537,58.101085157194454
2023-10-16,2.6504680357138537,61.01619090278637
2023-10-17,2.6504680357138537,64.84202810477288
2023-10-18,2.6504680357138537,70.04884296158615
2023-10-19,2.6504680357138537,75.82962372699104
2023-10-20,2.9390377431021997,84.0855740102672
2023-10-23,2.9390377431021997,92.781451817687
2023-10-24,3.2461260407279764,102.47581459230985
2023-10-25,3.608877379653287,113.92738439718589
2023-10-26,4.109479196494513,129.73070759645714
2023-10-27,4.657445371513485,147.02925960878395
2023-10-30,5.186107338188609,163.7184038377174
2023-10-31,5.77618263112771,182.34628382637288
2023-11-01,5.77618263112771,200.71183684079753
2023-11-02,5.77618263112771,214.39958126599254
2023-11-03,5.77618263112771,235.06255531008384
2023-11-06,5.77618263112771,252.56249242780896
2023-11-07,5.77618263112771,270.21206452364913
2023-11-08,5.77618263112771,289.5341186215417
2023-11-09,6.125283556987806,307.0329816827905
2023-11-10,6.398360948525435,320.72112607217264
2023-11-13,6.398360948525435,343.5603189020242
2023-11-14,6.398360948525435,363.117490055522
2023-11-15,6.398360948525435,381.5812881898652
2023-11-16,6.398360948525435,394.0116802339382
2023-11-17,6.642906303978077,409.0708066524793
2023-11-20,6.76018681477481,416.2929517439288
2023-11-21,6.903448693753519,425.1150319772862
2023-11-22,6.986082974617749,430.20365891005434
2023-11-24,6.986082974617749,437.1785508319631
2023-11-27,6.986082974617749,444.91835989589214
2023-11-28,6.986082974617749,452.34938634287334
2023-11-29,6.986082974617749,459.89774055277684
2023-11-30,6.986082974617749,449.4626608196343
2023-12-01,6.986082974617749,433.03435110401585
2023-12-04,6.986082974617749,415.84375343388865
2023-12-05,6.986082974617749,389.5283290290853
2023-12-06,6.986082974617749,375.83640826371294
2023-12-07,6.986082974617749,358.17360042095146
2023-12-08,6.986082974617749,340.7509619756751
2023-12-11,6.986082974617749,327.36285667965086
2023-12-12,6.986082974617749,312.5843878777047
2023-12-13,6.986082974617749,289.9570292080134
2023-12-14,6.986082974617749,267.37343603111805
2023-12-15,6.986082974617749,255.27478805070996
2023-12-18,6.986082974617749,249.63219413563706
2023-12-19,6.986082974617749,245.76614034505846
2023-12-20,6.986082974617749,246.20753633311816
2023-12-21,6.986082974617749,245.98004056954633
2023-12-22,6.986082974617749,246.7042058089831
2023-12-26,6.986082974617749,245.89896328122256
2023-12-27,6.986082974617749,244.091114103179
2023-12-28,6.986082974617749,237.10547050866012
2023-12-29,6.986082974617749,227.09321780549092
2024-01-02,6.986082974617749,228.5856744329086
2024-01-03,6.986082974617749,230.57071242968397
2024-01-04,6.986082974617749,237.8841848572411
2024-01-05,6.986082974617749,248.54567825417294
2024-01-08,6.986082974617749,253.70250398659053
2024-01-09,7.106075935789784,258.0600981950642
2024-01-10,7.106075935789784,262.0809325850415
2024-01-11,7.106075935789784,264.62102098365574
2024-01-12,7.106075935789784,263.70463838798935
2024-01-16,7.106075935789784,264.78899186104076
2024-01-17,7.16110538783654,266.83951781401265
2024-01-18,7.16110538783654,258.2280728951188
2024-01-19,7.16110538783654,245.05999054590515
2024-01-22,7.16110538783654,230.73059771871445
2024-01-23,7.16110538783654,218.2296139343145
2024-01-24,7.16110538783654,205.04941817113763
2024-01-25,6.689818720052242,191.55470586245872
2024-01-26,6.357555493683407,182.04075828638798
2024-01-29,6.357555493683407,172.4716037863057
2024-01-30,6.357555493683407,165.9966748369602
2024-01-31,6.202036971196923,161.9360641770985
2024-02-01,6.202036971196923,151.93829351086862
2024-02-02,5.684352945211116,139.2560041515164
2024-02-05,5.684352945211116,125.64484379373889
2024-02-06,5.684352945211116,112.31417715691077
2024-02-07,5.684352945211116,101.36668968107237
2024-02-08,5.221032705352848,93.10449353854753
2024-02-09,5.221032705352848,85.40372777348072
2024-02-12,5.221032705352848,78.09316867607077
2024-02-13,4.8813157703136545,73.01188046982487
2024-02-14,4.8813157703136545,68.4404606098482
2024-02-15,4.8813157703136545,64.66590076675446
2024-02-16,4.8813157703136545,62.45613760575293
2024-02-20,4.803614985881802,61.46196080734455
2024-02-21,4.515114673444726,57.77061690321625
2024-02-22,4.515114673444726,53.98230869978785
2024-02-23,4.515114673444726,50.53078784614081
2024-02-26,4.229741365624325,47.337039931113324
2024-02-27,4.013889204253784,44.92133610934875
2024-02-28,3.7939682147527196,42.46009610391753
2024-02-29,3.5689555478721653,39.94187272418639
2024-03-01,3.354015200001564,37.53637343937226
2024-03-04,3.2496214769015155,36.3680538160718
2024-03-05,3.224791119196511,36.090165516863195
2024-03-06,3.224791119196511,36.18833076706906
2024-03-07,3.224791119196511,36.07057393875302
2024-03-08,3.224791119196511,35.8466117451673
2024-03-11,3.224791119196511,34.81530472525884
2024-03-12,3.224791119196511,35.17908984433307
2024-03-13,3.224791119196511,36.293281977882785
2024-03-14,3.224791119196511,36.22824441657842
2024-03-15,3.224791119196511,35.54827649712366
2024-03-18,3.224791119196511,34.37781394517936
2024-03-19,3.0592303431369623,32.612856977233854
2024-03-20,2.8251686295835534,30.117647289905694
2024-03-21,2.8251686295835534,29.145780929507726
2024-03-22,2.8251686295835534,28.235616482641056
2024-03-25,2.8251686295835534,27.93318479449549
2024-03-26,2.8251686295835534,27.962821903562446
2024-03-27,2.8251686295835534,27.31581813035782
2024-03-28,2.8251686295835534,27.637598467933433
2024-04-01,2.8251686295835534,27.68635119163087
2024-04-02,2.8251686295835534,27.76176881227687
2024-04-03,2.8251686295835534,28.314866532323858
2024-04-04,2.8251686295835534,30.756910511270664
2024-04-05,2.8251686295835534,32.95695232014186
2024-04-08,2.8251686295835534,35.686249369582086
2024-04-09,2.8251686295835534,38.435232531019736
2024-04-10,2.8251686295835534,42.28152312086394
2024-04-11,2.8251686295835534,44.276323100183184
2024-04-12,2.9849121394060965,46.77983923723684
2024-04-15,3.2440831057343096,50.84159233868841
2024-04-16,3.6385765877240246,57.02413333344227
2024-04-17,3.6385765877240246,64.52468866318993
2024-04-18,3.6385765877240246,73.44303303146138
2024-04-19,3.6385765877240246,85.14897118027996
2024-04-22,3.6385765877240246,98.89422900202784
2024-04-23,3.6385765877240246,113.2685051874726
2024-04-24,3.6385765877240246,125.40726435140365
2024-04-25,4.074368905635731,140.42729240277126
2024-04-26,4.578494644698945,157.80250171905854
2024-04-29,4.578494644698945,173.30817553797323
2024-04-30,4.578494644698945,194.89873473831838
2024-05-01,4.578494644698945,221.61896147347235
2024-05-02,4.578494644698945,248.85305079206293
2024-05-03,4.578494644698945,264.0975398305339
2024-05-06,4.578494644698945,285.06371532260033
2024-05-07,4.888339691284301,304.355117193342
2024-05-08,5.274000362888485,328.3669098091935
2024-05-09,5.274000362888485,344.0441311842138
2024-05-10,5.274000362888485,389.34029340766506
2024-05-13,5.274000362888485,445.33365704438177
2024-05-14,6.028393374796054,509.0341833480102
2024-05-15,6.7519151192457025,570.127956999255
2024-05-16,7.7061632830486975,650.7041411619597
2024-05-17,8.697283767534723,734.3938035733639
2024-05-20,9.545886442016853,806.0493413818207
2024-05-21,9.545886442016853,869.4942910913252
2024-05-22,9.545886442016853,948.0174510254916
2024-05-23,9.545886442016853,1060.5840951428074
2024-05-24,9.545886442016853,1190.4918592045644
2024-05-28,9.545886442016853,1341.5664666294829
2024-05-29,9.545886442016853,1484.895403224777
2024-05-30,10.816405743903529,1682.529041812382
2024-05-31,10.816405743903529,1927.754284598453
2024-06-03,10.816405743903529,2201.1753858001903
2024-06-04,10.816405743903529,2563.488854302902
2024-06-05,10.816405743903529,2981.640029239083
2024-06-06,10.816405743903529,3505.9703733008637
2024-06-07,10.816405743903529,4148.6147427269125
2024-06-10,10.816405743903529,4888.673680837738
2024-06-11,10.816405743903529,5440.66849216217
2024-06-12,10.816405743903529,5985.322933575541
2024-06-13,10.816405743903529,6560.279039897741
2024-06-14,10.816405743903529,7066.293043082173
2024-06-17,10.816405743903529,7311.217826248445
2024-06-18,10.816405743903529,7653.083060585996
2024-06-20,10.816405743903529,8174.288629344143
2024-06-21,11.729721412107255,8864.509212628704
2024-06-24,12.315808672184605,9307.433279946908
2024-06-25,12.811815550648166,9682.280847863489
2024-06-26,13.094790120715333,9896.13338495025
2024-06-27,13.348004077279604,10087.494916215031
2024-06-28,13.866413859632988,10479.27304377099
2024-07-01,14.207388976441361,10736.958367917317
2024-07-02,14.207388976441361,10643.858201909106
2024-07-03,14.207388976441361,10562.666851544944
2024-07-05,14.207388976441361,9766.062205601978
2024-07-08,14.207388976441361,8883.425035584083
2024-07-09,14.207388976441361,8150.782322624357
2024-07-10,14.207388976441361,7462.6280726898285
2024-07-11,14.207388976441361,7091.086208834819
2024-07-12,14.207388976441361,6698.658406951692
2024-07-15,14.207388976441361,6330.747991266684
2024-07-16,14.207388976441361,5984.487729884352
2024-07-17,14.207388976441361,5882.518043454853
2024-07-18,14.207388976441361,5938.454907530065
2024-07-19,14.207388976441361,5987.209622320886
2024-07-22,14.207388976441361,6062.391013548369
2024-07-23,14.207388976441361,6106.901088369841
2024-07-24,14.61369188638963,6281.546245695041
2024-07-25,15.259587840384278,6559.17802666227
2024-07-26,15.923501988143718,6844.554744246293
2024-07-29,16.657065877733523,7159.869692204231
2024-07-30,17.262450279993867,7420.087996297701
2024-07-31,17.262450279993867,7686.580456684732
2024-08-01,18.12455430942704,8070.455971272024
2024-08-02,18.38571101247157,8186.743171362082
2024-08-05,18.38571101247157,8649.760804904807
2024-08-06,18.38571101247157,9292.861870988674
2024-08-07,18.38571101247157,9791.36815319599
2024-08-08,19.062819977638874,10151.964659541893
2024-08-09,19.062819977638874,10345.613385422654
2024-08-12,19.062819977638874,10589.593985891075
2024-08-13,19.062819977638874,10661.380843521432
2024-08-14,19.062819977638874,10698.88758132894
2024-08-15,18.350251766874734,10298.963163538865
2024-08-16,17.598552053496476,9877.07643650766
2024-08-19,17.193433385224985,9649.706136939252
2024-08-20,17.193433385224985,9750.246425180021
2024-08-21,17.193433385224985,9827.770634506627
2024-08-22,17.193433385224985,9912.682572788764
2024-08-23,17.193433385224985,9935.848511961372
2024-08-26,17.193433385224985,9900.417276167718
2024-08-27,17.193433385224985,9878.270042720931
2024-08-28,17.193433385224985,9934.97131276615
2024-08-29,17.193433385224985,10073.75292703418
2024-08-30,17.193433385224985,9951.024395124123
2024-09-03,17.193433385224985,10130.15278526075
2024-09-04,17.193433385224985,10351.243369799065
2024-09-05,17.193433385224985,10556.984683017192
2024-09-06,17.193433385224985,10598.57920266828
2024-09-09,17.193433385224985,10831.747945126981
2024-09-10,17.930034458314793,11295.801690592112
2024-09-11,18.44378373564889,11619.460296432648
2024-09-12,18.839532003264708,11868.779056013203
2024-09-13,19.58465433352583,12338.201136457581
2024-09-16,19.58465433352583,13338.051941952694
2024-09-17,19.58465433352583,14260.311543479012
2024-09-18,19.58465433352583,15000.82100130879
2024-09-19,20.109209715194982,15402.602991007843
2024-09-20,20.109209715194982,15961.471037933572
2024-09-23,20.109209715194982,16623.265550108375
2024-09-24,20.109209715194982,16871.11843946049
2024-09-25,20.109209715194982,17184.145170986238
2024-09-26,20.109209715194982,17477.942500974586
2024-09-27,20.109209715194982,17908.38926888859
2024-09-30,20.109209715194982,17959.875888036644
2024-10-01,20.109209715194982,18268.71391380732
2024-10-02,20.109209715194982,18198.635127233956
2024-10-03,20.109209715194982,17976.065819627886
2024-10-04,20.109209715194982,17596.411309517345
2024-10-07,20.268856731123915,17736.109218903603
2024-10-08,19.99504474554316,17496.512119465435
2024-10-09,19.99504474554316,17339.498419705353
2024-10-10,19.99504474554316,17200.93848783349
2024-10-11,19.99504474554316,16968.62261261681
2024-10-14,19.99504474554316,16468.048245544614
2024-10-15,19.269764487488075,15870.702731533975
2024-10-16,19.269764487488075,15644.132579338597
2024-10-17,19.269764487488075,15178.985585357123
2024-10-18,19.269764487488075,14744.335333120422
2024-10-21,19.269764487488075,14248.733989568245
2024-10-22,19.269764487488075,13849.527209382512
2024-10-23,19.269764487488075,13730.185833419262
2024-10-24,19.269764487488075,13703.563003088262
2024-10-25,19.41266906092729,13805.188626319166
2024-10-28,19.572241200608108,13918.66727682751
2024-10-29,19.699421623929656,14009.110776792333
2024-10-30,19.699421623929656,14465.191387241584
2024-10-31,19.699421623929656,15358.01193004491
2024-11-01,19.699421623929656,16736.454932814162
2024-11-04,19.699421623929656,18339.723633103094
2024-11-05,19.699421623929656,19969.519853206068
2024-11-06,19.699421623929656,21797.46979200899
2024-11-07,19.699421623929656,23669.95963702173
2024-11-08,19.699421623929656,25840.258236140253
2024-11-11,19.699421623929656,28405.498192016603
2024-11-12,19.699421623929656,31411.623660179528
2024-11-13,21.712938906954754,34622.2685377338
2024-11-14,21.712938906954754,38084.183791090334
2024-11-15,21.712938906954754,42904.80360699897
2024-11-18,21.712938906954754,46673.690270248575
2024-11-19,21.712938906954754,51071.56540965301
2024-11-20,21.712938906954754,56756.34135540149
2024-11-21,21.712938906954754,63400.12516178208
2024-11-22,24.388928349603486,71213.81018722075
2024-11-25,27.127658669693858,79210.69378838451
2024-11-26,29.49696125024625,86128.87657316822
2024-11-27,31.665312368713106,92460.2964189384
2024-11-29,33.41181267240948,97559.94406792495
2024-12-02,33.41181267240948,99294.55987345264
2024-12-03,33.41181267240948,99585.09575564237
2024-12-04,33.41181267240948,100400.59810478533
2024-12-05,33.41181267240948,100057.73006225748
2024-12-06,33.3925340564975,99999.99675201156
2024-12-09,32.05279219761677,95987.89688232412
2024-12-10,30.323191477841167,90808.29397865702
2024-12-11,28.698111000160704,85941.69588775284
2024-12-12,27.530327467342165,82444.55639868841
2024-12-13,25.325726374084873,75842.47876683784
2024-12-16,23.20112586283652,69479.97738060905
2024-12-17,20.37833768360865,61026.626452619865
2024-12-18,20.37833768360865,55067.86459253316
2024-12-19,20.37833768360865,49307.32541323745
2024-12-20,20.37833768360865,43163.53405209724
2024-12-23,20.37833768360865,38866.949545483374
2024-12-24,20.37833768360865,35865.37163293433
2024-12-26,20.37833768360865,33143.15406062298
2024-12-27,20.37833768360865,30809.04743590361
2024-12-30,20.37833768360865,28830.02827385834
2024-12-31,20.37833768360865,26250.02904363076
2025-01-02,20.37833768360865,25060.50897751863
2025-01-03,20.37833768360865,23939.101321792627
2025-01-06,20.37833768360865,22788.061452038193
2025-01-07,20.37833768360865,21416.311304871302
2025-01-08,20.37833768360865,20110.366057811556
2025-01-10,20.37833768360865,19772.914115361476
2025-01-13,20.37833768360865,20003.24879189132
2025-01-14,20.37833768360865,20733.447385790525
2025-01-15,20.37833768360865,21343.48760822264
2025-01-16,21.849511016001408,22884.338009123057
2025-01-17,21.849511016001408,24392.759148994402
2025-01-21,21.849511016001408,26963.097358801388
2025-01-22,21.849511016001408,29612.05989571947
2025-01-23,24.16593062538483,32751.441649683962
2025-01-24,26.82698624212971,36357.89939838056
2025-01-27,28.083294007848643,38060.539827206725
2025-01-28,28.083294007848643,37948.8702033537
2025-01-29,28.083294007848643,38384.21964232657
2025-01-30,28.16622397505382,38497.56824293036
2025-01-31,28.188813286681814,38528.44329266119
2025-02-03,29.17652111543386,39878.44141719275
2025-02-04,29.52602666187564,40356.1452669293
2025-02-05,30.397664494960868,41547.49903135432
2025-02-06,29.68210347274949,40569.47090415624
