trade_date,close_price,portfolio_value_A2C_Paper,portfolio_value_TA_RSI,portfolio_value_TA_MACD,portfolio_value_TA_SMA_Crossover,portfolio_value_TA_Stochastic,portfolio_value_TA_All_Signals,portfolio_value_Buy_and_Hold,pnl_A2C_Paper
2023-03-31,164.899994,155.5779693248102,143.94868891381114,153.09597703486156,140.99793199603357,151.7898556735903,140.5836565787152,164.899994,17.197964324810187
2023-04-03,166.169998,156.7761782426006,145.05733304581332,154.27507048721296,142.08385039592562,152.9588898208255,141.66638436941236,166.169998,18.396173242600582
2023-04-04,165.630005,156.26671179356234,144.5859486479908,153.7737317429133,141.62212875212538,152.46182819246218,141.20601934073377,165.630005,17.886706793562325
2023-04-05,163.759995,156.26671179356234,142.95353204671596,153.7737317429133,140.0231745228614,150.74049066465017,141.20601934073377,163.759995,17.886706793562325
2023-04-14,165.210007,156.26671179356234,144.21931333176133,153.7737317429133,141.26300897288226,152.07522153313627,141.20601934073377,165.210007,17.886706793562325
2023-04-17,165.229996,156.2856187312156,144.2367626370821,153.7737317429133,141.2801005906216,152.09362133626217,141.20601934073377,165.229996,17.905613731215595
2023-04-18,166.470001,157.4584986764212,145.31921928044966,153.7737317429133,142.34036831061158,153.2350415111139,141.20601934073377,166.470001,19.078493676421175
2023-04-19,167.630005,157.4584986764212,146.33183941999178,153.7737317429133,143.33223108234176,154.3028210511228,141.20601934073377,167.630005,19.078493676421175
2023-04-20,166.649994,156.53795309303126,145.47634333931202,152.87472831796498,142.4942715349729,153.40072442491834,140.3804902105513,166.649994,18.15794809303125
2023-04-21,165.020004,156.53795309303126,144.05345108958508,152.87472831796498,141.1005466863582,151.90032445007424,140.3804902105513,165.020004,18.15794809303125
2023-04-24,165.330002,156.53795309303126,144.32406241335445,152.87472831796498,141.36561083743942,152.18567650217378,140.3804902105513,165.330002,18.15794809303125
2023-04-25,163.770004,156.53795309303126,142.96226935708444,152.87472831796498,140.031732729973,150.74970391341134,140.3804902105513,163.770004,18.15794809303125
2023-04-26,163.759995,156.53795309303126,142.96226935708444,152.87472831796498,140.0231745228614,150.74970391341134,140.3804902105513,163.759995,18.15794809303125
2023-04-27,168.410004,156.53795309303126,142.96226935708444,152.87472831796498,143.99917013607498,150.74970391341134,140.3804902105513,168.410004,18.15794809303125
2023-04-28,169.679993,157.71841431141985,144.04035560603754,152.87472831796498,145.08507571019956,151.886515629913,140.3804902105513,169.679993,19.338409311419838
2023-05-01,169.589996,157.63476164334847,143.96395767806573,152.87472831796498,145.00812367049335,151.80595615731127,140.3804902105513,169.589996,19.254756643348458
2023-05-02,168.539993,156.65877852798948,143.07261626041603,151.92821657113973,144.11031738197624,150.86606162849105,139.51133554730956,168.539993,18.278773527989472
2023-05-03,167.449997,156.65877852798948,142.14732501851245,151.92821657113973,143.17831503221296,149.89036796205775,139.51133554730956,167.449997,18.278773527989472
2023-05-05,173.570007,156.65877852798948,147.34256578394852,151.92821657113973,148.41123671318672,155.36860365788445,139.51133554730956,173.570007,18.278773527989472
2023-05-08,173.5,156.5955924320852,147.28313725029156,151.86693848029137,148.351377146271,155.30593793571117,139.45506562927204,173.5,18.215587432085186
2023-05-09,171.770004,155.03415295931782,145.81455374417945,150.3526491655758,146.8721420508385,153.75735781233925,138.06453706605373,171.770004,16.65414795931781
2023-05-10,173.559998,155.03415295931782,147.33406920227281,150.3526491655758,148.40267850607518,155.35964425077898,138.06453706605373,173.559998,16.65414795931781
2023-05-11,173.75,155.20387409016604,147.49536079099803,150.51724529588202,148.56513993754805,155.52972170795283,138.21568098443302,173.75,16.823869090166028
2023-05-12,172.570007,154.14983388873137,146.49367162112264,149.49503352132996,147.55618554807856,154.4734685689178,137.277013151041,172.570007,15.769828888731354
2023-05-15,172.070007,154.14983388873137,146.0692245397097,149.49503352132996,147.12865996552446,154.02590102443452,137.277013151041,172.070007,15.769828888731354
2023-05-16,172.070007,154.14983388873137,146.0692245397097,149.49503352132996,147.12865996552446,154.02590102443452,137.277013151041,172.070007,15.769828888731354
2023-05-17,172.690002,154.14983388873137,146.59553467619094,149.49503352132996,147.6587874126357,154.58088030391835,137.277013151041,172.690002,15.769828888731354
2023-05-18,175.050003,156.25646286501245,148.59892574935418,149.49503352132996,149.6767090173422,156.6934000090147,137.277013151041,175.050003,17.87645786501244
2023-05-19,175.160004,156.35465404968562,148.69230495615918,149.49503352132996,149.77076550055526,156.79186576393613,137.277013151041,175.160004,17.97464904968561
2023-05-22,174.199997,156.35465404968562,147.87736061758721,148.6756896336368,148.94991039669324,155.93252981258254,136.5246330953515,174.199997,17.97464904968561
2023-05-23,171.559998,153.98510102187177,145.63628087662104,148.6756896336368,146.6925761758588,153.56937407284573,136.5246330953515,171.559998,15.60509602187176
2023-05-24,171.839996,153.98510102187177,145.63628087662104,148.6756896336368,146.93198879198675,153.8200101074862,136.5246330953515,171.839996,15.60509602187176
2023-05-25,172.990005,153.98510102187177,146.61092611424453,148.6756896336368,147.91530532732165,153.8200101074862,136.5246330953515,172.990005,15.60509602187176
2023-05-26,175.429993,153.98510102187177,148.67884269929604,148.6756896336368,150.00161990957164,153.8200101074862,136.5246330953515,175.429993,15.60509602187176
2023-05-30,177.300003,155.62651748571392,150.26369667940256,148.6756896336368,151.60057413883564,153.8200101074862,136.5246330953515,177.300003,17.246512485713907
2023-05-31,177.25,155.5826269463898,150.22131858860772,148.6756896336368,151.55781901542673,153.77662904806567,136.5246330953515,177.25,17.202621946389797
2023-06-01,180.089996,158.07545649898353,152.62824633984255,151.05785247627023,153.98616090412932,156.24052191909524,138.71210509474372,180.089996,19.695451498983516
2023-06-02,180.949997,158.83032936079746,153.357106617459,151.77921350171798,154.72150576117352,156.9866322421303,139.3745102907191,180.949997,20.450324360797453
2023-06-05,179.580002,157.62780512382474,152.19602083263646,150.6300741425099,153.55008994023115,155.79806686603607,138.3192884869534,179.580002,19.24780012382473
2023-06-06,179.210007,157.62780512382474,151.88244601305286,150.6300741425099,153.2337252843969,155.47707062420452,138.3192884869534,179.210007,19.24780012382473
2023-06-14,183.949997,157.62780512382474,155.89963951317594,150.6300741425099,157.2866592564981,159.58933964491845,138.3192884869534,183.949997,19.24780012382473
2023-06-15,186.009995,159.3930291988187,157.6455104065463,152.31693283527423,159.04806294651866,161.37653032636138,139.8682825738875,186.009995,21.013024198818698
2023-06-16,184.919998,158.4590045317699,156.7217259969687,151.42437327233432,158.1160597417042,160.4308825727224,139.0486706578682,184.919998,20.07899953176988
2023-06-20,185.009995,158.4590045317699,156.79799944130733,151.42437327233432,158.19301178141046,160.50896119209867,139.0486706578682,185.009995,20.07899953176988
2023-06-21,183.960007,157.55970147924936,155.90812309793796,151.42437327233432,157.29521831866083,159.59802401195242,139.0486706578682,183.960007,19.179696479249344
2023-06-22,187.0,157.55970147924936,158.48455049968769,151.42437327233432,159.8945678752316,162.23542810712712,139.0486706578682,187.0,19.179696479249344
2023-06-23,186.679993,157.2900747017559,158.21334105823448,151.16524568186503,159.6209455170388,161.9577999111791,138.81072120358365,186.679993,18.9100697017559
2023-06-26,185.270004,157.2900747017559,157.01835991986815,151.16524568186503,158.41533277979906,160.73453697512917,138.81072120358365,185.270004,18.9100697017559
2023-06-27,188.059998,157.2900747017559,159.38291042781907,151.16524568186503,160.80092040014392,163.15504965430733,138.81072120358365,188.059998,18.9100697017559
2023-06-28,189.25,158.28537144463493,160.39145017147538,152.1217858637484,161.818432996725,164.1874586592182,139.68908469188756,189.25,19.90536644463492
2023-06-29,189.589996,158.56973811913795,160.67960050961278,152.3950793839943,162.10914697265713,164.48242869459102,139.940042314286,189.589996,20.18973311913794
2023-06-30,193.970001,162.2330972649998,164.39170277491428,155.91578840746666,165.8542753510868,168.28238584050735,143.17300870475304,193.970001,23.853092264999788
2023-07-03,192.460007,160.97016484138462,163.11196630246923,154.70203419915202,164.56315322208044,166.97236165318546,142.05845293328545,192.460007,22.590159841384605
2023-07-05,191.330002,160.97016484138462,162.15427467419437,153.7937204415036,163.59694113025236,165.99200419362293,141.22437439089572,191.330002,22.590159841384605
2023-07-17,193.990005,160.97016484138462,164.40865638426294,153.7937204415036,165.87137979459365,168.29974069346915,141.22437439089572,193.990005,22.590159841384605
2023-07-18,193.729996,160.75441304741852,164.18829590570212,153.7937204415036,165.64905879620503,168.07416491043864,141.22437439089572,193.729996,22.374408047418513
2023-07-19,195.100006,161.89122798556107,165.34939440318917,153.7937204415036,166.82048744291492,169.2627433000699,141.22437439089572,195.100006,23.511222985561062
2023-07-20,193.130005,160.25654899419916,163.67979695415744,153.7937204415036,165.1360357926006,167.55363123800322,141.22437439089572,193.130005,21.876543994199153
2023-07-21,191.940002,160.25654899419916,162.67125636299014,153.7937204415036,164.11852234096835,166.5212213655232,141.22437439089572,191.940002,21.876543994199153
2023-07-24,192.75,160.25654899419916,163.35773854981178,153.7937204415036,164.81111207460367,166.5212213655232,141.22437439089572,192.75,21.876543994199153
2023-07-25,193.619995,160.97988178974887,164.09506885201486,153.7937204415036,165.55500231299195,166.5212213655232,141.22437439089572,193.619995,22.599876789748862
2023-07-26,194.5,161.7115371173631,164.84088273897999,153.7937204415036,166.307451613543,166.5212213655232,141.22437439089572,194.5,23.331532117363082
2023-07-27,193.220001,160.64731806441353,163.75606955098505,153.7937204415036,165.21298697725567,165.42534991654298,141.22437439089572,193.220001,22.267313064413514
2023-07-28,195.830002,160.64731806441353,165.96807401776974,153.7937204415036,167.44467137323923,167.65990289487326,141.22437439089572,195.830002,22.267313064413514
2023-07-31,196.449997,161.15592518766394,166.49352657866308,153.7937204415036,167.9747988203505,168.1907117619196,141.22437439089572,196.449997,22.775920187663928
2023-08-01,195.610001,160.46684229328275,165.7816207579062,153.7937204415036,167.25655926186425,167.47154898627872,141.22437439089572,195.610001,22.08683729328274
2023-08-23,181.119995,160.46684229328275,153.5011817865277,153.7937204415036,154.86686274913959,155.0659268952054,141.22437439089572,181.119995,22.08683729328274
2023-08-24,176.380005,156.26735439134387,153.5011817865277,153.7937204415036,154.86686274913959,155.0659268952054,141.22437439089572,176.380005,17.88734939134386
2023-08-25,178.610001,156.26735439134387,153.5011817865277,153.7937204415036,154.86686274913959,155.0659268952054,141.22437439089572,178.610001,17.88734939134386
2023-08-28,180.190002,157.64971022149516,153.5011817865277,155.15419427124897,154.86686274913959,155.0659268952054,141.22437439089572,180.190002,19.269705221495144
2023-08-29,184.119995,157.64971022149516,153.5011817865277,158.5381494887346,154.86686274913959,158.4479569771889,141.22437439089572,184.119995,19.269705221495144
2023-08-30,187.649994,160.67221366785995,153.5011817865277,161.57768633619696,154.86686274913959,161.48576462910373,141.22437439089572,187.649994,22.29220866785994
2023-08-31,187.869995,160.86058589705993,153.68114669233108,161.7671201422628,154.86686274913959,161.67509066608815,141.22437439089572,187.869995,22.480580897059923
2023-09-01,189.460007,162.22200745830156,154.98180605208978,163.13621403206483,154.86686274913959,163.04340567700922,141.22437439089572,189.460007,23.84200245830155
2023-09-05,189.699997,162.42749493920257,155.1781223313056,163.3428595433022,154.86686274913959,163.24993362740895,141.22437439089572,189.699997,24.047489939202563
2023-09-06,182.910004,156.6136753762812,149.62378189353157,157.49627604072575,154.86686274913959,157.40667625202494,141.22437439089572,182.910004,18.233670376281196
2023-10-06,177.490005,156.6136753762812,149.62378189353157,157.49627604072575,154.86686274913959,152.74239322090492,141.22437439089572,177.490005,18.233670376281196
2023-10-09,178.990005,157.93724575459305,149.62378189353157,157.49627604072575,154.86686274913959,154.0332466964646,141.22437439089572,178.990005,19.55724075459304
2023-10-10,178.389999,157.4078123089868,149.12221664200362,156.9683208032135,154.86686274913959,153.5169001428268,141.22437439089572,178.389999,19.02780730898678
2023-10-11,179.800003,158.65197199412094,149.12221664200362,158.20900672420964,154.86686274913959,154.73030585212888,141.22437439089572,179.800003,20.27196699412093
2023-10-12,180.710007,159.45494155315114,149.87695419132996,159.00973434686188,154.86686274913959,155.5134270695777,141.22437439089572,180.710007,21.074936553151133
2023-10-13,178.850006,157.81371340166422,148.3343097672565,157.37308859710606,154.86686274913959,153.9127678993147,141.22437439089572,178.850006,19.433708401664205
2023-10-16,178.720001,157.81371340166422,148.3343097672565,157.37308859710606,154.86686274913959,153.80088962858792,141.22437439089572,178.720001,19.433708401664205
2023-10-17,177.149994,156.4273624988539,148.3343097672565,157.37308859710606,154.86686274913959,152.4497903001859,141.22437439089572,177.149994,18.0473574988539
2023-10-18,175.839996,156.4273624988539,148.3343097672565,157.37308859710606,154.86686274913959,151.32244665266842,141.22437439089572,175.839996,18.0473574988539
2023-10-19,175.460007,156.4273624988539,148.3343097672565,157.37308859710606,154.86686274913959,150.99543990511876,141.22437439089572,175.460007,18.0473574988539
2023-11-02,177.570007,156.4273624988539,148.3343097672565,157.37308859710606,154.86686274913959,150.99543990511876,141.22437439089572,177.570007,18.0473574988539
2023-11-03,176.649994,155.61689225398501,147.56577066745288,157.37308859710606,154.86686274913959,150.99543990511876,141.22437439089572,176.649994,17.236887253985003
2023-11-06,179.229996,157.88970236938795,147.56577066745288,159.67154824679454,154.86686274913959,153.200752954527,141.22437439089572,179.229996,19.509697369387936
2023-11-07,181.820007,160.17132974789575,149.6982093093205,161.9789246657854,154.86686274913959,155.41462141525335,141.22437439089572,181.820007,21.791324747895743
2023-11-08,182.889999,161.11392151371615,150.57916784088243,162.93215394137877,154.86686274913959,156.3292204428364,141.22437439089572,182.889999,22.73391651371614
2023-11-09,182.410004,160.69107785260937,150.18397265217348,162.50453832730088,154.86686274913959,155.91893423486033,141.22437439089572,182.410004,22.311072852609357
2023-11-10,186.399994,160.69107785260937,153.46905864472927,166.05912123757014,154.86686274913959,159.32946531739762,141.22437439089572,186.399994,22.311072852609357
2023-11-13,184.800003,159.31176301022546,152.15173503682166,164.63372902726772,154.86686274913959,157.96183807089326,141.22437439089572,184.800003,20.93175801022545
2023-11-14,187.440002,159.31176301022546,154.32533039301583,164.63372902726772,154.86686274913959,160.2184348662154,141.22437439089572,187.440002,20.93175801022545
2023-11-15,188.009995,159.7962198431564,154.7946238048176,165.13436961683325,155.33780292603402,160.70564882999193,141.65382863744546,188.009995,21.416214843156382
2023-11-16,189.710007,161.24111904273354,156.19429789131323,165.13436961683325,156.7423885121774,162.15877121042053,141.65382863744546,189.710007,22.861114042733533
2023-11-17,189.690002,161.2241160989381,156.17782713693012,165.13436961683325,156.72585996140788,162.14167149981822,141.65382863744546,189.690002,22.8441110989381
2023-11-20,191.449997,161.2241160989381,157.62688713995476,165.13436961683325,158.1800047607884,163.646065659355,141.65382863744546,191.449997,22.8441110989381
2023-11-21,190.639999,160.54199954820288,156.9599899588094,165.13436961683325,157.51076741681376,162.95370218080166,141.65382863744546,190.639999,22.16199454820287
2023-11-22,191.309998,160.54199954820288,157.51162149922087,165.13436961683325,158.06433464935714,163.5263984569249,141.65382863744546,191.309998,22.16199454820287
2023-11-24,189.970001,159.41751154434752,156.40835924172978,165.13436961683325,156.95720101049142,162.3810067594503,141.65382863744546,189.970001,21.037506544347508
2023-11-27,189.789993,159.41751154434752,156.26015291556158,165.13436961683325,156.8084746237421,162.22714099058737,141.65382863744546,189.789993,21.037506544347508
2023-11-28,190.399994,159.9298928344378,156.76238618946576,165.13436961683325,157.31247024973356,162.74855266602484,141.65382863744546,190.399994,21.549887834437783
2023-12-05,193.419998,162.46659940639057,159.24885177906935,165.13436961683325,159.80766092397317,165.32996703332574,141.65382863744546,193.419998,24.08659440639056
2023-12-06,192.320007,161.54264221997994,158.3431941142538,165.13436961683325,158.89882527840865,164.3897257053998,141.65382863744546,192.320007,23.162637219979928
2023-12-07,194.270004,161.54264221997994,159.9486888223172,165.13436961683325,160.50995371704488,166.05652822354006,141.65382863744546,194.270004,23.162637219979928
2023-12-08,195.710007,162.7400575936096,161.13428920841798,165.13436961683325,161.69971441155954,167.28740223336138,141.65382863744546,195.710007,24.360052593609595
2023-12-11,193.179993,160.63625804659594,159.05124800972575,162.99961793286974,159.60936375689298,165.12481751854892,139.8226183937795,193.179993,22.25625304659593
2023-12-12,194.710007,160.63625804659594,160.31095732223386,162.99961793286974,160.8734934283292,166.43263039620456,139.8226183937795,194.710007,22.25625304659593
2023-12-13,197.960007,163.31751643025692,162.98678595233224,162.99961793286974,163.55871162382783,169.2106388669642,139.8226183937795,197.960007,24.937511430256905
2023-12-14,198.110001,163.44126186717966,163.11028079526858,163.12312249857843,163.6826398139865,169.3388495139067,139.92856178174551,198.110001,25.06125686717965
2023-12-15,197.570007,162.9957654242176,162.66568651672046,162.67849321703855,163.236485440368,168.87727785047304,139.54715456651476,197.570007,24.615760424217598
2023-12-18,195.889999,162.9957654242176,161.28248236127604,162.67849321703855,161.84842757877314,167.4412543258749,139.54715456651476,195.889999,24.615760424217598
2023-12-19,196.940002,163.86944985709528,162.146983311765,162.67849321703855,162.71596208982797,168.33876731920506,139.54715456651476,196.940002,25.489444857095265
2023-12-20,194.830002,162.11376520345917,160.40975303191652,162.67849321703855,160.97263581521193,166.5351987428042,139.54715456651476,194.830002,23.733760203459155
2024-01-11,185.589996,162.11376520345917,152.80216146358393,162.67849321703855,153.33834897283757,158.6371018388443,139.54715456651476,185.589996,23.733760203459155
2024-01-12,185.919998,162.11376520345917,152.80216146358393,162.67849321703855,153.61100354974553,158.6371018388443,139.54715456651476,185.919998,23.733760203459155
2024-01-16,183.630005,162.11376520345917,152.80216146358393,162.67849321703855,151.7189632816949,158.6371018388443,139.54715456651476,183.630005,23.733760203459155
