,close_price,portfolio_value_DQN_Advanced,portfolio_value_TA_RSI,portfolio_value_TA_MACD,portfolio_value_TA_SMA_Crossover,portfolio_value_TA_Stochastic,portfolio_value_TA_All_Signals,portfolio_value_Buy_and_Hold,pnl_DQN_Advanced
2958,518.630005,518.630005,518.630005,518.630005,518.630005,518.630005,518.630005,518.630005,0.0
2959,518.630005,518.630005,518.3706899975,518.630005,518.630005,518.3706899975,518.630005,518.3706899975,0.0
2960,518.630005,518.630005,518.3706899975,518.630005,518.630005,518.3706899975,518.630005,518.3706899975,0.0
2961,516.950012,518.630005,516.691536994,518.630005,518.630005,516.691536994,518.630005,516.691536994,0.0
2962,516.950012,518.630005,516.691536994,518.630005,518.3706899975,516.691536994,518.630005,516.691536994,0.0
2963,516.950012,518.630005,516.691536994,518.630005,518.3706899975,516.691536994,518.630005,516.691536994,0.0
2964,514.419983,518.630005,514.1627730085,518.630005,515.8337079915035,514.1627730085,518.630005,514.1627730085,0.0
2965,514.419983,518.630005,514.1627730085,518.630005,515.8337079915035,514.1627730085,518.630005,514.1627730085,0.0
2966,514.419983,518.630005,514.1627730085,518.630005,515.8337079915035,514.1627730085,518.630005,514.1627730085,0.0
2967,529.75,518.630005,529.485125,518.630005,531.2058548248484,529.485125,518.630005,529.485125,0.0
2968,529.75,518.3706899975,529.485125,518.630005,531.2058548248484,529.2203824375001,518.630005,529.485125,-0.2593150024999886
2969,529.75,518.1115046525013,529.485125,518.630005,531.2058548248484,529.2203824375001,518.630005,529.485125,-0.5185003474987298
2970,519.369995,507.7055663917351,519.1103100025,518.630005,520.7973235759363,529.2203824375001,518.630005,519.1103100025,-10.924438608264893
2971,519.369995,507.45171360853925,519.1103100025,518.630005,520.7973235759363,528.9557722462814,518.630005,519.1103100025,-11.178291391460732
2972,519.369995,507.197987751735,519.1103100025,518.630005,520.7973235759363,528.9557722462814,518.630005,519.1103100025,-11.43201724826497
2973,533.450012,506.9443887578592,533.183286994,518.630005,534.9160351690149,543.2956577559858,518.630005,533.183286994,-11.685616242140782
2974,533.450012,506.9443887578592,533.183286994,518.3706899975,534.9160351690149,543.2956577559858,518.3706899975,533.183286994,-11.685616242140782
2975,533.450012,506.9443887578592,533.183286994,518.1115046525013,534.9160351690149,543.2956577559858,518.1115046525013,533.183286994,-11.685616242140782
2976,519.469971,506.9443887578592,519.2102360145,518.1115046525013,520.8975743292009,529.0575934581249,518.1115046525013,519.2102360145,-11.685616242140782
2977,519.469971,506.6909165634803,519.2102360145,518.1115046525013,520.8975743292009,529.0575934581249,518.1115046525013,519.2102360145,-11.939088436519683
2978,519.469971,506.4375711051986,519.2102360145,518.1115046525013,520.8975743292009,529.0575934581249,518.1115046525013,519.2102360145,-12.192433894801411
2979,522.460022,509.0979317627929,522.198791989,518.1115046525013,523.8958425640757,532.1028304779508,518.1115046525013,522.198791989,-9.5320732372071
2980,522.460022,509.0979317627929,522.198791989,518.1115046525013,523.8958425640757,532.1028304779508,518.1115046525013,522.198791989,-9.5320732372071
2981,522.460022,509.0979317627929,522.198791989,518.1115046525013,523.8958425640757,532.1028304779508,518.1115046525013,522.198791989,-9.5320732372071
2982,521.409973,508.07473811803675,521.1492680135001,518.1115046525013,522.8429078275906,531.0334011981723,518.1115046525013,521.1492680135001,-10.555266881963234
2983,521.409973,507.82070074897774,521.1492680135001,518.1115046525013,522.8429078275906,531.0334011981723,518.1115046525013,521.1492680135001,-10.80930425102224
2984,521.409973,507.5667903986033,521.1492680135001,518.1115046525013,522.8429078275906,531.0334011981723,518.1115046525013,521.1492680135001,-11.06321460139668
2985,529.469971,507.31300700340404,529.2052360145,518.1115046525013,530.9250562513312,539.2421589381981,518.1115046525013,529.2052360145,-11.316997996595944
2986,529.469971,507.05935049990234,529.2052360145,517.852448900175,530.9250562513312,539.2421589381981,517.852448900175,529.2052360145,-11.570654500097646
2987,529.469971,506.8058208246524,529.2052360145,517.5935226757249,530.9250562513312,539.2421589381981,517.5935226757249,529.2052360145,-11.824184175347568
2988,531.590027,508.5807095109954,531.3242319865,517.5935226757249,533.0509385727215,541.4013438535403,517.5935226757249,531.3242319865,-10.049295489004578
2989,531.590027,508.3264191562399,531.3242319865,517.334725914387,533.0509385727215,541.4013438535403,517.334725914387,531.3242319865,-10.303585843760061
2990,531.590027,508.0722559466618,531.3242319865,517.0760585514299,533.0509385727215,541.4013438535403,517.0760585514299,531.3242319865,-10.55774905333817
2991,534.609985,507.81821981868853,534.3426800075001,517.0760585514299,536.0791959977809,544.4770398533476,517.0760585514299,534.3426800075001,-10.81178518131145
2992,534.609985,507.81821981868853,534.3426800075001,516.8175205221543,536.0791959977809,544.4770398533476,516.8175205221543,534.3426800075001,-10.81178518131145
2993,534.609985,507.81821981868853,534.3426800075001,516.5591117618932,536.0791959977809,544.4770398533476,516.5591117618932,534.3426800075001,-10.81178518131145
2994,541.48999,507.81821981868853,541.2192450050001,516.5591117618932,542.9781085739473,551.4840259959207,516.5591117618932,541.2192450050001,-10.81178518131145
2995,541.48999,507.81821981868853,541.2192450050001,516.3008322060123,542.9781085739473,551.4840259959207,516.3008322060123,541.2192450050001,-10.81178518131145
2996,541.48999,507.81821981868853,541.2192450050001,516.0426817899094,542.9781085739473,551.4840259959207,516.0426817899094,541.2192450050001,-10.81178518131145
2997,542.340027,507.81821981868853,542.0688569865,516.0426817899094,543.8304816390115,552.3497517446191,516.0426817899094,542.0688569865,-10.81178518131145
2998,542.340027,507.81821981868853,542.0688569865,515.7846604490144,543.8304816390115,552.3497517446191,515.7846604490144,542.0688569865,-10.81178518131145
2999,542.340027,507.81821981868853,542.0688569865,515.52676811879,543.8304816390115,552.3497517446191,515.52676811879,542.0688569865,-10.81178518131145
3000,535.380005,507.81821981868853,535.1123149975,515.52676811879,536.8513321607486,545.2612717644441,515.52676811879,535.1123149975,-10.81178518131145
3001,535.380005,507.5643107087792,535.1123149975,515.52676811879,536.8513321607486,545.2612717644441,515.52676811879,535.1123149975,-11.06569429122078
3002,535.380005,507.5643107087792,535.1123149975,515.52676811879,536.8513321607486,545.2612717644441,515.52676811879,535.1123149975,-11.06569429122078
3003,535.460022,507.64017042163863,535.192291989,515.52676811879,536.9315690628449,545.342765602046,515.52676811879,535.192291989,-10.989834578361354
3004,535.460022,507.64017042163863,535.192291989,515.52676811879,536.9315690628449,545.342765602046,515.52676811879,535.192291989,-10.989834578361354
3005,535.460022,507.64017042163863,535.192291989,515.52676811879,536.9315690628449,545.342765602046,515.52676811879,535.192291989,-10.989834578361354
3006,540.650024,512.5605256144091,540.3796989880001,515.52676811879,542.1358341859269,550.6285571231172,515.52676811879,540.3796989880001,-6.069479385590853
3007,540.650024,512.3042453516019,540.3796989880001,515.52676811879,542.1358341859269,550.6285571231172,515.52676811879,540.3796989880001,-6.325759648398048
3008,540.650024,512.3042453516019,540.3796989880001,515.52676811879,542.1358341859269,550.6285571231172,515.52676811879,540.3796989880001,-6.325759648398048
3009,533.75,512.3042453516019,533.483125,515.52676811879,535.2168475937004,543.6011824989095,515.52676811879,533.483125,-6.325759648398048
3010,533.75,512.0480932289262,533.483125,515.52676811879,535.2168475937004,543.6011824989095,515.52676811879,533.483125,-6.5819117710738055
3011,533.75,511.79206918231176,533.483125,515.52676811879,535.2168475937004,543.6011824989095,515.52676811879,533.483125,-6.837935817688219
3012,537.26001,514.9001021090513,536.991379995,515.52676811879,538.73650377585,547.1759751669806,515.52676811879,536.991379995,-3.729902890948665
3013,537.26001,514.9001021090513,536.991379995,515.52676811879,538.73650377585,547.1759751669806,515.52676811879,536.991379995,-3.729902890948665
3014,537.26001,514.9001021090513,536.991379995,515.52676811879,538.73650377585,547.1759751669806,515.52676811879,536.991379995,-3.729902890948665
3015,537.719971,515.3409202631257,537.4511110145,515.52676811879,539.1977288370886,547.6444254592586,515.52676811879,537.4511110145,-3.2890847368743152
3016,537.719971,515.3409202631257,537.4511110145,515.52676811879,539.1977288370886,547.6444254592586,515.52676811879,537.4511110145,-3.2890847368743152
3017,537.719971,515.3409202631257,537.4511110145,515.52676811879,539.1977288370886,547.6444254592586,515.52676811879,537.4511110145,-3.2890847368743152
3018,532.859985,510.68319915775527,532.5935550075001,515.52676811879,534.324386661408,542.6947408943347,515.52676811879,532.5935550075001,-7.946805842244714
3019,532.859985,510.68319915775527,532.3272582299963,515.52676811879,534.324386661408,542.6947408943347,515.52676811879,532.5935550075001,-7.946805842244714
3020,532.859985,510.68319915775527,532.3272582299963,515.52676811879,534.324386661408,542.6947408943347,515.52676811879,532.5935550075001,-7.946805842244714
3021,543.700012,521.0720814592034,532.3272582299963,515.52676811879,545.1942041391983,553.7348373730609,515.52676811879,543.428161994,2.442076459203463
3022,543.700012,520.8115454184739,532.0610946008813,515.52676811879,545.1942041391983,553.7348373730609,515.52676811879,543.428161994,2.181540418473901
3023,543.700012,520.5511396457647,532.0610946008813,515.52676811879,545.1942041391983,553.7348373730609,515.52676811879,543.428161994,1.9211346457647096
3024,544.640015,520.2908640759418,532.9809750755355,515.52676811879,546.1367904481231,554.6921895835574,515.52676811879,544.3676949925,1.6608590759418576
3025,544.640015,520.0307186439039,532.9809750755355,515.52676811879,546.1367904481231,554.6921895835574,515.52676811879,544.3676949925,1.4007136439039414
3026,544.640015,520.0307186439039,532.9809750755355,515.52676811879,546.1367904481231,554.6921895835574,515.52676811879,544.3676949925,1.4007136439039414
