strategy,final_portfolio_value,total_return_%,sharpe_ratio_annualized,max_drawdown_%,win_rate_%
DQN_Advanced,52.86763159709979,159.60044977706747,1.052169505896675,-18.69115638594083,7.375776397515528
TA_RSI,148.29729397677374,628.1968768807942,1.718306568170626,-16.897898268430076,17.468944099378884
TA_MACD,14.20817667545448,-30.23237576501605,-9.883455229781275,-30.232375765016105,0.0
TA_SMA_Crossover,137.05537899578172,572.9947409564534,1.6477762579103314,-23.63708356406453,16.304347826086957
TA_Stochastic,127.6136510329967,526.6322172010641,1.5473683851486786,-34.266056751167376,17.468944099378884
TA_All_Signals,16.640137087107203,-18.290512707551176,-6.8437213764601985,-18.29051270755113,0.0
Buy_and_Hold,183.42657442557444,800.6951850015932,1.6781731593650855,-35.14688580625176,23.4472049689441
