trade_date,close_price,portfolio_value_PPO_RawPrice,portfolio_value_TA_RSI,portfolio_value_TA_MACD,portfolio_value_TA_SMA_Crossover,portfolio_value_TA_Stochastic,portfolio_value_TA_All_Signals,portfolio_value_Buy_and_Hold,pnl_PPO_RawPrice
2023-02-02,150.820007,156.2015166613058,143.57657207510272,151.27519083051567,137.23190695125868,146.4233551806722,143.75,150.820007,12.451516661305789
2023-02-03,154.5,156.20151666130582,147.0798259915435,154.96629027019387,137.23190695125868,149.99607031853444,143.75,154.5,12.451516661305817
2023-02-06,151.729996,153.40100646093114,144.44285701862518,152.18792623191814,134.77149962968835,147.30681650127474,141.17273090614887,151.729996,9.651006460931143
2023-02-07,154.649994,153.40100646093114,147.22261622727018,152.18792623191814,137.36513648298194,150.14169174618075,141.17273090614887,154.649994,9.651006460931143
2023-02-08,151.919998,150.6930585121306,144.6237337894863,152.18792623191814,134.94026556356894,147.49127962977093,141.17273090614887,151.919998,6.943058512130591
2023-02-09,150.869995,150.6930585121306,143.6241593006151,152.18792623191814,134.00761887104764,146.47188594807076,141.17273090614887,150.869995,6.943058512130591
2023-02-10,151.009995,150.6930585121306,143.75743551834208,152.18792623191814,134.13197140809086,146.60780471729146,141.17273090614887,151.009995,6.943058512130591
2023-02-13,153.850006,153.52710895891124,146.46104926393477,152.18792623191814,136.65456121580965,149.36502471509996,141.17273090614887,153.850006,9.777108958911242
2023-02-14,153.199997,152.8784641836405,145.84225825673127,152.18792623191814,136.07720215687448,148.7339645489402,141.17273090614887,153.199997,9.128464183640489
2023-02-15,155.330002,155.00399877554702,147.8699654720136,152.18792623191814,137.96914162590824,150.80187639203945,141.17273090614887,155.330002,11.253998775547018
2023-02-16,153.710007,153.38740378576267,146.32777399818076,152.18792623191814,136.53020956699882,149.22910691672763,141.17273090614887,153.710007,9.637403785762672
2023-02-17,152.550003,152.22983437688808,145.22348152912258,152.18792623191814,135.49985642142545,148.10291894550573,141.17273090614887,152.550003,8.479834376888078
2023-02-21,148.479996,148.1683694189177,141.34894482139205,152.18792623191814,131.88474430547095,144.15155935865184,141.17273090614887,148.479996,4.418369418917706
2023-03-06,153.830002,148.1683694189177,141.34894482139205,152.18792623191814,136.63679301473098,149.34560386467504,141.17273090614887,153.830002,4.418369418917706
2023-03-07,151.600006,148.1683694189177,139.29988041615383,152.18792623191814,134.65603829904373,149.34560386467504,141.17273090614887,151.600006,4.418369418917706
2023-03-08,152.869995,148.1683694189177,140.466828363569,152.18792623191814,135.78408368595066,150.59670720636285,141.17273090614887,152.869995,4.418369418917706
2023-03-09,150.589996,145.95849341213977,138.37181797122807,152.18792623191814,133.75891468519364,148.35061344653906,141.17273090614887,150.589996,2.2084934121397737
2023-03-10,148.5,145.95849341213977,138.37181797122807,152.18792623191814,131.90251250654958,146.29169720418244,141.17273090614887,148.5,2.2084934121397737
2023-03-13,150.470001,145.95849341213977,138.37181797122807,152.18792623191814,133.65233123746148,146.29169720418244,141.17273090614887,150.470001,2.2084934121397737
2023-03-14,152.589996,145.95849341213977,138.37181797122807,152.18792623191814,135.53537950009667,146.29169720418244,141.17273090614887,152.589996,2.2084934121397737
2023-03-15,152.990005,145.95849341213977,138.73455454627097,152.18792623191814,135.8906804571689,146.29169720418244,141.17273090614887,152.990005,2.2084934121397737
2023-03-16,155.850006,145.95849341213977,141.32806361071533,152.18792623191814,138.43102603071267,149.02647978227085,141.17273090614887,155.850006,2.2084934121397737
2023-03-17,155.0,145.16243572606385,140.55726029077522,151.35789321655406,137.67602315498442,148.21368929720788,140.4027747708465,155.0,1.4124357260638476
2023-03-20,157.399994,145.16243572606385,142.73362533177067,153.70149344605323,139.8077756034736,150.50860520063472,142.5767477839651,157.399994,1.4124357260638476
2023-03-21,159.279999,146.89627381615412,144.43845341004783,155.53732309790217,141.4776569706445,152.30629860029407,144.27970209740423,159.279999,3.146273816154121
2023-03-22,157.830002,145.55901139976874,143.1235656310166,154.12139734893236,140.18972264453703,150.9197863110045,142.96625950250487,157.830002,1.8090113997687354
2023-03-23,158.929993,146.5734801349883,144.1210606071747,154.12139734893236,141.166770298642,151.97161679038337,142.96625950250487,158.929993,2.8234801349883014
2023-03-24,160.25,147.79085903333473,145.3180707199789,155.40146613588797,142.33924329410488,153.23383038630683,144.15367831342198,160.25,4.040859033334726
2023-03-27,158.279999,145.9740219657121,143.5316323759138,153.49106960740644,140.58942456319298,151.3500812499895,142.38155419216696,158.279999,2.2240219657120974
2023-03-28,157.649994,145.39299868867434,142.96033059030418,153.49106960740644,140.02983370533647,150.74765953821085,142.38155419216696,157.649994,1.6429986886743393
2023-03-29,160.770004,145.39299868867434,145.78962128501271,153.49106960740644,142.80112769890928,153.7310672333346,142.38155419216696,160.770004,1.6429986886743393
2023-03-30,162.360001,146.83091886025062,147.23146400882274,155.00907877659554,144.21341456205997,155.25144995166684,143.78969152119808,162.360001,3.0809188602506197
2023-03-31,164.899994,146.83091886025062,149.53478308777593,157.43407244870693,146.46951865935995,157.68023532791898,146.03916680874752,164.899994,3.0809188602506197
2023-04-03,166.169998,146.83091886025062,150.6864494284103,158.64657644519676,147.597577369753,158.89463518767516,147.16391109469197,166.169998,3.0809188602506197
2023-04-04,165.630005,146.83091886025062,150.19677241772516,158.13103187165487,147.11793808735607,158.37828451203217,146.68568107242433,165.630005,3.0809188602506197
2023-04-05,163.759995,145.17315590493428,148.50100801568416,158.13103187165487,145.45693460309764,156.5901485047891,146.68568107242433,163.759995,1.4231559049342764
2023-04-14,165.210007,145.17315590493428,149.8159093970309,158.13103187165487,146.7448822526912,157.97667513733893,146.68568107242433,165.210007,1.4231559049342764
2023-04-17,165.229996,145.19072061706086,149.83403584268223,158.13103187165487,146.76263713028376,157.99578896595418,146.68568107242433,165.229996,1.4407206170608617
2023-04-18,166.470001,146.28033644879372,150.9584984591136,158.13103187165487,147.8640497566857,159.18150326141858,146.68568107242433,166.470001,2.5303364487937188
2023-04-19,167.630005,147.29965388966974,152.01041448599324,158.13103187165487,148.8944029022591,160.2907192126413,146.68568107242433,167.630005,3.5496538896697416
2023-04-20,166.649994,147.29965388966974,151.12171989751047,157.2065544746902,148.0239253724001,159.35361569095195,145.82811633636487,166.649994,3.5496538896697416
2023-04-21,165.020004,145.85892798815172,149.64361068008236,157.2065544746902,146.5761154305782,157.79499097212903,145.82811633636487,165.020004,2.10892798815172
2023-04-24,165.330002,145.85892798815172,149.92472338702186,157.2065544746902,146.85146570042338,158.09141643828875,145.82811633636487,165.330002,2.10892798815172
2023-04-25,163.770004,145.85892798815172,148.51008438741482,157.2065544746902,145.46582492126382,156.59971928424832,145.82811633636487,163.770004,2.10892798815172
2023-04-26,163.759995,145.85892798815172,148.51008438741482,157.2065544746902,145.45693460309764,156.59971928424832,145.82811633636487,163.759995,2.10892798815172
2023-04-27,168.410004,150.00063138692903,148.51008438741482,157.2065544746902,149.58722329183882,156.59971928424832,145.82811633636487,168.410004,6.2506313869290295
2023-04-28,169.679993,151.13179430676635,149.63000701125782,157.2065544746902,150.7152686787458,157.78064628484435,145.82811633636487,169.679993,7.381794306766352
2023-05-01,169.589996,151.13179430676635,149.55064437396098,157.2065544746902,150.63533042677238,157.69696060939944,145.82811633636487,169.589996,7.381794306766352
2023-05-02,168.539993,150.19607379753603,148.6247134290449,156.23322257002943,149.70268373425105,156.7205923940788,144.92523312833924,168.539993,6.44607379753603
2023-05-03,167.449997,149.22471313268173,147.66351519795913,156.23322257002943,148.73451396305853,155.7070358145008,144.92523312833924,167.449997,5.474713132681728
2023-05-05,173.570007,149.22471313268173,153.06036324715117,156.23322257002943,154.17050517898588,161.397860737329,144.92523312833924,173.570007,5.474713132681728
2023-05-08,173.5,149.22471313268173,152.99862852100208,156.1702081160837,154.10832269283742,161.33276319984583,144.8667795915158,173.5,5.474713132681728
2023-05-09,171.770004,147.7367698657037,151.47305494551608,154.61301021775523,152.57168418087593,159.72408864650473,143.4222899706155,171.770004,3.9867698657037067
2023-05-10,173.559998,149.2763165006272,153.05153694586664,154.61301021775523,154.1616148608197,161.38855365014246,143.4222899706155,173.559998,5.526316500627189
2023-05-11,173.75,149.43973433316108,153.21908763990842,154.78227030940027,154.3303807947003,161.56523115834705,143.57929920231066,173.75,5.689734333161084
2023-05-12,172.570007,149.43973433316108,152.1785267715258,153.73109335694443,153.28227277153437,160.46798890332414,142.604205285743,172.570007,5.689734333161084
2023-05-15,172.070007,149.0067514037081,151.73760853371311,153.73109335694443,152.8381565678086,160.0030529863217,142.604205285743,172.070007,5.256751403708108
2023-05-16,172.070007,149.0067514037081,151.73760853371311,153.73109335694443,152.8381565678086,160.0030529863217,142.604205285743,172.070007,5.256751403708108
2023-05-17,172.690002,149.0067514037081,152.28434273941846,153.73109335694443,153.3888562192665,160.57956887404552,142.604205285743,172.690002,5.256751403708108
2023-05-18,175.050003,151.04309443600192,154.36547770373082,153.73109335694443,155.4850855890845,162.7740673321689,142.604205285743,175.050003,7.2930944360019225
2023-05-19,175.160004,151.04309443600192,154.46248059788607,153.73109335694443,155.58279204213653,162.87635416378123,142.604205285743,175.160004,7.2930944360019225
2023-05-22,174.199997,151.04309443600192,153.6159114084304,152.88853271313263,154.73008271335624,161.98367069403372,141.82262825801155,174.199997,7.2930944360019225
2023-05-23,171.559998,151.04309443600192,151.2878639946159,152.88853271313263,152.38515004591667,159.5288099821327,141.82262825801155,171.559998,7.2930944360019225
2023-05-24,171.839996,151.28960740434488,151.2878639946159,152.88853271313263,152.63385334353828,159.7891722359104,141.82262825801155,171.839996,7.539607404344878
2023-05-25,172.990005,152.30208653709266,152.30033145990018,152.88853271313263,153.65532860619916,159.7891722359104,141.82262825801155,172.990005,8.552086537092663
2023-05-26,175.429993,154.45027575487705,154.44849592268622,152.88853271313263,155.82260502159198,159.7891722359104,141.82262825801155,175.429993,10.700275754877055
2023-05-30,177.300003,156.09665078588088,156.09485198142687,152.88853271313263,157.48360850585038,159.7891722359104,141.82262825801155,177.300003,12.346650785880882
2023-05-31,177.25,156.09665078588088,156.0508293601547,152.88853271313263,157.4391942207806,159.74410772466325,141.82262825801155,177.25,12.346650785880882
2023-06-01,180.089996,158.59771630828033,158.55116070672463,155.33819602117873,159.96177070501327,162.3036147879164,144.09498762028088,180.089996,14.847716308280326
2023-06-02,180.949997,159.35508316736357,159.30830524438647,156.07999738096333,160.72565146365395,163.07867877881802,144.78309821054614,180.949997,15.605083167363574
2023-06-05,179.580002,158.14858595386062,158.1021621923737,154.8982962505017,159.50877750660743,161.84398975843862,143.686927312942,179.580002,14.398585953860618
2023-06-06,179.210007,158.14858595386062,157.77641874182865,154.8982962505017,159.1801359570124,161.51053688883303,143.686927312942,179.210007,14.398585953860618
2023-06-14,183.949997,162.33151484541207,161.94950404878966,154.8982962505017,163.39034868600848,165.78238723113952,143.686927312942,183.949997,18.581514845412073
2023-06-15,186.009995,162.33151484541207,163.76312546701396,156.63295341648924,165.2201056688938,167.63893189926137,145.29603189417668,186.009995,18.581514845412073
2023-06-16,184.919998,161.3802709932365,162.80349254261296,155.71510247345194,164.25193500946887,166.6565871986263,144.44461399657092,184.919998,17.630270993236508
2023-06-20,185.009995,161.45881166166427,162.88272586554626,155.71510247345194,164.33187326144227,166.7376957484875,144.44461399657092,185.009995,17.70881166166427
2023-06-21,183.960007,160.54248379116729,161.95831684880034,155.71510247345194,163.39923989240708,165.79140860500877,144.44461399657092,183.960007,16.792483791167285
2023-06-22,187.0,160.54248379116729,164.63472547446503,155.71510247345194,166.09946019343283,168.5311601947082,144.44461399657092,187.0,16.792483791167285
2023-06-23,186.679993,160.54248379116729,164.35299143919815,155.44863229806572,165.81521960542148,168.24275831780753,144.19743064046824,186.679993,16.792483791167285
2023-06-26,185.270004,160.54248379116729,163.11163768552427,155.44863229806572,164.56282168147135,166.97202525881406,144.19743064046824,185.270004,16.792483791167285
2023-06-27,188.059998,162.96010432796209,165.56794729122163,155.44863229806572,167.04098476886662,169.4864687120562,144.19743064046824,188.059998,19.210104327962085
2023-06-28,189.25,163.99127976204076,166.61562457776742,156.43227680141172,168.09798311019873,170.55894153394934,145.10988003258734,189.25,20.24127976204076
2023-06-29,189.589996,164.28589735334313,166.91495692066806,156.71331430938199,168.39997857580263,170.86535822026786,145.37057635370522,189.589996,20.53589735334313
2023-06-30,193.970001,164.28589735334313,170.7711115770947,160.33378540344575,172.2904409616023,174.812777066838,148.72900171746812,193.970001,20.53589735334313
2023-07-03,192.460007,164.28589735334313,169.44171346127604,159.0856385110998,170.94921535574494,173.45191588658642,147.5711943294104,192.460007,20.53589735334313
2023-07-05,191.330002,164.28589735334313,168.4468575096195,158.15158696580534,169.9455082941627,172.43351453003123,146.70474841138545,191.330002,20.53589735334313
2023-07-17,193.990005,164.28589735334313,170.78872309072244,158.15158696580534,172.30820916268092,174.8308053947981,146.70474841138545,193.990005,20.53589735334313
2023-07-18,193.729996,164.06570141136692,170.55981127074443,158.15158696580534,172.07726074265187,174.59647588447154,146.70474841138545,193.729996,20.315701411366916
2023-07-19,195.100006,165.22593295130144,171.76596752875125,158.15158696580534,173.29414802318453,175.83117842339323,146.70474841138545,195.100006,21.475932951301445
2023-07-20,193.130005,163.55758214079455,170.03157943346022,158.15158696580534,171.54432929227264,174.0557423051326,146.70474841138545,193.130005,19.80758214079455
2023-07-21,191.940002,163.55758214079455,168.9839012665148,158.15158696580534,170.4873300627081,172.98326858200326,146.70474841138545,191.940002,19.80758214079455
2023-07-24,192.75,163.55758214079455,169.69702318290447,158.15158696580534,171.20679653627903,172.98326858200326,146.70474841138545,192.75,19.80758214079455
2023-07-25,193.619995,163.55758214079455,170.46296643418336,158.15158696580534,171.9795542895998,172.98326858200326,146.70474841138545,193.619995,19.80758214079455
2023-07-26,194.5,164.30095314476452,171.237722485473,158.15158696580534,172.76120324931918,172.98326858200326,146.70474841138545,194.5,20.55095314476452
2023-07-27,193.220001,163.2196932181612,170.1108118759939,158.15158696580534,171.62426665601365,171.8448705830228,146.70474841138545,193.220001,19.46969321816121
2023-07-28,195.830002,163.2196932181612,172.40865571622427,158.15158696580534,173.9425541276945,174.16613795568244,146.70474841138545,195.830002,19.46969321816121
2023-07-31,196.449997,163.2196932181612,172.95449906713625,158.15158696580534,174.49325377915238,174.71754547035854,146.70474841138545,196.449997,19.46969321816121
2023-08-01,195.610001,162.52178590577535,172.21496692350178,158.15158696580534,173.74714210982276,173.9704747573724,146.70474841138545,195.610001,18.771785905775346
2023-08-23,181.119995,150.48282245366943,159.45797141583677,158.15158696580534,160.87664919645587,161.08343825530122,146.70474841138545,181.119995,6.732822453669428
2023-08-24,176.380005,150.48282245366943,159.45797141583677,158.15158696580534,160.87664919645587,161.08343825530122,146.70474841138545,176.380005,6.732822453669428
2023-08-25,178.610001,152.38539691011303,159.45797141583677,158.15158696580534,160.87664919645587,161.08343825530122,146.70474841138545,178.610001,8.63539691011303
2023-08-28,180.190002,152.38539691011303,159.45797141583677,159.55061089592422,160.87664919645587,161.08343825530122,146.70474841138545,180.190002,8.63539691011303
2023-08-29,184.119995,155.70896390335255,159.45797141583677,163.03045315690994,160.87664919645587,164.59671189830425,146.70474841138545,184.119995,11.958963903352554
2023-08-30,187.649994,155.70896390335255,159.45797141583677,166.15611768136012,160.87664919645587,167.75240516455872,146.70474841138545,187.649994,11.958963903352554
2023-08-31,187.869995,155.70896390335255,159.64492006646904,166.35091924392245,160.87664919645587,167.94907821581714,146.70474841138545,187.869995,11.958963903352554
2023-09-01,189.460007,155.70896390335255,160.99605300626993,167.75880749030725,160.87664919645587,169.37049226201484,146.70474841138545,189.460007,11.958963903352554
2023-09-05,189.699997,155.70896390335255,161.19998756413668,167.9713084652998,160.87664919645587,169.58503476669216,146.70474841138545,189.699997,11.958963903352554
2023-09-06,182.910004,150.135622882472,155.4301045674565,161.95905740195252,160.87664919645587,163.51502307886594,146.70474841138545,182.910004,6.385622882472006
2023-10-06,177.490005,145.6867960928374,155.4301045674565,161.95905740195252,160.87664919645587,158.669737188585,146.70474841138545,177.490005,1.9367960928373975
2023-10-09,178.990005,146.91802144628338,155.4301045674565,161.95905740195252,160.87664919645587,160.01068371559015,146.70474841138545,178.990005,3.168021446283376
2023-10-10,178.389999,146.42552638000356,154.90907550038037,161.41614213584302,160.87664919645587,159.47429974100197,146.70474841138545,178.389999,2.6755263800035607
2023-10-11,179.800003,146.42552638000356,154.90907550038037,162.6919838722181,160.87664919645587,160.73479305224424,146.70474841138545,179.800003,2.6755263800035607
2023-10-12,180.710007,146.42552638000356,155.69310150699644,163.5154007444172,160.87664919645587,161.5483041878181,146.70474841138545,180.710007,2.6755263800035607
2023-10-13,178.850006,144.91840660277765,154.09059299458121,161.832379344833,160.87664919645587,159.88552960036736,146.70474841138545,178.850006,1.168406602777651
2023-10-16,178.720001,144.8130662794992,154.09059299458121,161.832379344833,160.87664919645587,159.76930976487182,146.70474841138545,178.720001,1.0630662794991963
2023-10-17,177.149994,144.8130662794992,154.09059299458121,161.832379344833,160.87664919645587,158.36577947552263,146.70474841138545,177.149994,1.0630662794991963
2023-10-18,175.839996,144.8130662794992,154.09059299458121,161.832379344833,160.87664919645587,157.19468796320018,146.70474841138545,175.839996,1.0630662794991963
2023-10-19,175.460007,144.50012625735266,154.09059299458121,161.832379344833,160.87664919645587,156.85499134330004,146.70474841138545,175.460007,0.7501262573526617
2023-11-02,177.570007,144.50012625735266,154.09059299458121,161.832379344833,160.87664919645587,156.85499134330004,146.70474841138545,177.570007,0.7501262573526617
2023-11-03,176.649994,143.75145255448794,153.29222985247284,161.832379344833,160.87664919645587,156.85499134330004,146.70474841138545,176.649994,0.0014525544879404606
2023-11-06,179.229996,145.85096598607902,153.29222985247284,164.19596766385908,160.87664919645587,159.14588409801874,146.70474841138545,179.229996,2.100965986079018
2023-11-07,181.820007,145.85096598607902,155.5074202245824,166.5687254158876,160.87664919645587,161.44566426661615,146.70474841138545,181.820007,2.100965986079018
2023-11-08,182.889999,145.85096598607902,156.4225653635931,167.54896519579913,160.87664919645587,162.3957553597265,146.70474841138545,182.889999,2.100965986079018
2023-11-09,182.410004,145.4681799682471,156.0120341717716,167.10923275559523,160.87664919645587,161.96954752430577,146.70474841138545,182.410004,1.7181799682471137
2023-11-10,186.399994,145.4681799682471,159.42460169863284,170.7645375797895,160.87664919645587,165.51242818191764,146.70474841138545,186.399994,1.7181799682471137
2023-11-13,184.800003,145.4681799682471,158.05615783539756,169.29875575553245,160.87664919645587,164.09172858962467,146.70474841138545,184.800003,1.7181799682471137
2023-11-14,187.440002,147.5462960040352,160.3141020553946,169.29875575553245,160.87664919645587,166.4358952149081,146.70474841138545,187.440002,3.796296004035213
2023-11-15,188.009995,147.99497480792377,160.80160693694526,169.81358239157444,161.36586474770962,166.94201607603162,147.15086812312794,188.009995,4.244974807923768
2023-11-16,189.710007,147.99497480792377,162.25559698365575,169.81358239157444,162.82495689045174,168.45152853909744,147.15086812312794,189.710007,4.244974807923768
2023-11-17,189.690002,147.97936867560713,162.23848706273492,169.81358239157444,162.80778693028935,168.43376525458908,147.15086812312794,189.690002,4.229368675607134
2023-11-20,191.449997,149.35236116981474,163.74377950317668,169.81358239157444,164.3183614884486,169.99653915702834,147.15086812312794,191.449997,5.602361169814742
2023-11-21,190.639999,149.35236116981474,163.0510026110986,169.81358239157444,163.6231536208354,169.27730771862767,147.15086812312794,190.639999,5.602361169814742
2023-11-22,191.309998,149.35236116981474,163.62404084689106,169.81358239157444,164.19820266551574,169.87222813139044,147.15086812312794,191.309998,5.602361169814742
2023-11-24,189.970001,148.30624900629638,162.47796523058838,169.81358239157444,163.04810543443855,168.68238819380716,147.15086812312794,189.970001,4.556249006296383
2023-11-27,189.789993,148.30624900629638,162.32400758774338,169.81358239157444,162.89360754946438,168.52255148709474,147.15086812312794,189.789993,4.556249006296383
2023-11-28,190.399994,148.30624900629638,162.8457306005712,169.81358239157444,163.417161304476,169.0641971413505,147.15086812312794,190.399994,4.556249006296383
2023-12-05,193.419998,150.6585887087021,165.42868634266353,169.81358239157444,166.0091807181329,171.74578625749126,147.15086812312794,193.419998,6.908588708702098
2023-12-06,192.320007,149.80178437944,164.4878835921705,169.81358239157444,165.0650766616986,170.7690577851274,147.15086812312794,192.320007,6.051784379439994
2023-12-07,194.270004,151.32067487186055,166.15568136601877,169.81358239157444,166.73872678950397,172.50054248902418,147.15086812312794,194.270004,7.570674871860547
2023-12-08,195.710007,152.44232114401228,167.38729033656324,169.81358239157444,167.97465751400773,173.77918197824673,147.15086812312794,195.710007,8.692321144012283
2023-12-11,193.179993,152.44232114401228,165.2234143321361,167.6183408327673,165.8031884017735,171.53267568021408,145.24859566312202,193.179993,8.692321144012283
2023-12-12,194.710007,152.44232114401228,166.53200811107865,167.6183408327673,167.1163740767484,172.89123973838852,145.24859566312202,194.710007,8.692321144012283
2023-12-13,197.960007,154.9868105174734,169.31167534390354,167.6183408327673,169.9057952478412,175.7770520179277,145.24859566312202,197.960007,11.236810517473401
2023-12-14,198.110001,155.1042437910374,169.43996254603292,167.74534499788066,170.0345326137295,175.910238026253,145.3586503059161,198.110001,11.35424379103739
2023-12-15,197.570007,154.68147179265807,168.97811527596457,167.28811679451104,169.5710647073101,175.430754544383,144.96244214571678,197.570007,10.931471792658073
2023-12-18,195.889999,154.68147179265807,167.54123429489266,167.28811679451104,168.1291416664469,173.9390044778833,144.96244214571678,195.889999,10.931471792658073
2023-12-19,196.940002,155.51059022777892,168.43928319749816,167.28811679451104,169.03034185041952,174.87134649356113,144.96244214571678,196.940002,11.76059022777892
2023-12-20,194.830002,155.51059022777892,166.6346377017257,167.28811679451104,167.21936379780234,172.99778836746032,144.96244214571678,194.830002,11.76059022777892
2024-01-11,185.589996,155.51059022777892,158.7318248065548,167.28811679451104,159.2888196878255,164.79319674351697,144.96244214571678,185.589996,11.76059022777892
2024-01-12,185.919998,155.51059022777892,158.7318248065548,167.28811679451104,159.57205493868793,164.79319674351697,144.96244214571678,185.919998,11.76059022777892
2024-01-16,183.630005,155.51059022777892,158.7318248065548,167.28811679451104,157.60659187534816,164.79319674351697,144.96244214571678,183.630005,11.76059022777892
2024-01-18,188.630005,159.74493608611996,158.7318248065548,167.28811679451104,161.89800906164479,164.79319674351697,144.96244214571678,188.630005,15.994936086119964
2024-01-19,191.559998,159.74493608611996,158.7318248065548,167.28811679451104,161.89800906164479,164.79319674351697,144.96244214571678,191.559998,15.994936086119964
2024-01-22,193.889999,159.74493608611996,160.6625270115689,169.32289171353838,161.89800906164479,164.79319674351697,144.96244214571678,193.889999,15.994936086119964
2024-01-23,195.179993,159.74493608611996,161.73145112801993,170.44943519437626,161.89800906164479,165.8896031395991,144.96244214571678,195.179993,15.994936086119964
2024-01-24,194.5,159.18839626534023,161.16799043229742,169.85560167176655,161.89800906164479,165.31165574256386,144.96244214571678,194.5,15.43839626534023
2024-01-25,194.169998,158.91830634686028,160.8945417989882,169.5674130431656,161.89800906164479,165.03117668334352,144.96244214571678,194.169998,15.168306346860277
2024-01-26,192.419998,157.48602000514126,159.44444419869762,168.0391492749106,161.89800906164479,163.54379674735642,144.96244214571678,192.419998,13.736020005141256
2024-01-29,191.729996,157.48602000514126,158.87268977332863,168.0391492749106,161.89800906164479,162.95734238701874,144.96244214571678,191.729996,13.736020005141256
2024-01-30,188.039993,154.45507076193036,158.87268977332863,168.0391492749106,161.89800906164479,159.8210930007718,144.96244214571678,188.039993,10.705070761930358
2024-03-14,173.0,154.45507076193036,158.87268977332863,168.0391492749106,161.89800906164479,147.03813081472262,144.96244214571678,173.0,10.705070761930358
2024-03-15,172.619995,154.45507076193036,158.87268977332863,168.0391492749106,161.89800906164479,147.03813081472262,144.96244214571678,172.619995,10.705070761930358
2024-03-18,173.720001,155.43932235206944,158.87268977332863,168.0391492749106,161.89800906164479,147.03813081472262,144.96244214571678,173.720001,11.68932235206944
2024-03-19,176.080002,155.43932235206944,158.87268977332863,170.32197542069184,161.89800906164479,147.03813081472262,144.96244214571678,176.080002,11.68932235206944
2024-03-20,178.669998,155.43932235206944,158.87268977332863,172.8272754550006,161.89800906164479,147.03813081472262,144.96244214571678,178.669998,11.68932235206944
2024-03-21,171.369995,155.43932235206944,158.87268977332863,165.7659912806798,161.89800906164479,147.03813081472262,144.96244214571678,171.369995,11.68932235206944
2024-04-11,175.039993,155.43932235206944,158.87268977332863,165.7659912806798,161.89800906164479,147.03813081472262,144.96244214571678,175.039993,11.68932235206944
2024-04-12,176.550003,155.43932235206944,158.87268977332863,165.7659912806798,161.89800906164479,147.03813081472262,144.96244214571678,176.550003,11.68932235206944
2024-04-15,172.690002,155.43932235206944,155.3991767120021,162.1417665214799,161.89800906164479,143.8233626338183,144.96244214571678,172.690002,11.68932235206944
