trade_date,close_price,portfolio_value_PPO_RawPrice,portfolio_value_TA_RSI,portfolio_value_TA_MACD,portfolio_value_TA_SMA_Crossover,portfolio_value_TA_Stochastic,portfolio_value_TA_All_Signals,portfolio_value_Buy_and_Hold,pnl_PPO_RawPrice
2022-11-23,151.070007,147.95501848454415,133.8715364787518,142.40524388381675,143.75,150.95449294658354,143.75,151.070007,4.205018484544155
2022-11-25,148.110001,147.95501848454415,131.24851051168264,142.40524388381675,140.93341932359877,147.99675028328411,143.75,148.110001,4.205018484544155
2022-11-28,144.220001,144.0690889860704,131.24851051168264,142.40524388381675,137.23190695125868,144.10972472987817,143.75,144.220001,0.3190889860703976
2023-01-06,129.619995,144.0690889860704,131.24851051168264,142.40524388381675,137.23190695125868,129.52088246718418,143.75,129.619995,0.3190889860703976
2023-01-09,130.149994,144.6581684185571,131.24851051168264,142.40524388381675,137.23190695125868,129.52088246718418,143.75,130.149994,0.9081684185570964
2023-01-10,130.729996,145.30282482168457,131.24851051168264,143.03986032692703,137.23190695125868,129.52088246718418,143.75,130.729996,1.5528248216845668
2023-01-11,133.490005,148.37049954442588,131.24851051168264,146.05975869716076,137.23190695125868,129.52088246718418,143.75,133.490005,4.620499544425883
2023-01-12,133.410004,148.281580614997,131.24851051168264,145.9722246023382,137.23190695125868,129.52088246718418,143.75,133.410004,4.5315806149970115
2023-01-13,134.759995,148.281580614997,131.24851051168264,147.4493341410137,137.23190695125868,130.831519004177,143.75,134.759995,4.5315806149970115
2023-01-17,135.940002,149.5799874834208,131.24851051168264,148.74045355988676,137.23190695125868,131.97712685497547,143.75,135.940002,5.829987483420808
2023-01-18,135.210007,149.5799874834208,131.24851051168264,147.94172039967648,137.23190695125868,131.26841241256653,143.75,135.210007,5.829987483420808
2023-01-19,135.270004,149.64636090287522,131.24851051168264,148.007366867684,137.23190695125868,131.32666040111607,143.75,135.270004,5.896360902875216
2023-01-20,137.869995,149.64636090287522,131.24851051168264,148.007366867684,137.23190695125868,133.85085737757922,143.75,137.869995,5.896360902875216
2023-01-23,141.110001,149.64636090287522,134.33290869091604,151.48560560045178,137.23190695125868,136.99641186177647,143.75,141.110001,5.896360902875216
2023-01-24,142.529999,151.15226078015863,135.684708423915,153.01001390218107,137.23190695125868,138.37501457931808,143.75,142.529999,7.4022607801586275
2023-01-25,141.860001,150.44173167661052,135.04688842873907,152.29075196424736,137.23190695125868,137.72454812545868,143.75,141.860001,6.691731676610516
2023-01-26,143.960007,150.44173167661052,137.04603740648142,152.29075196424736,137.23190695125868,139.76333548885893,143.75,143.960007,6.691731676610516
2023-01-27,145.929993,152.5004152748871,138.92141085687481,154.37473803476095,137.23190695125868,141.6758931495873,143.75,145.929993,8.750415274887104
2023-01-30,143.0,149.43850085916782,136.13213667825707,151.27519083051567,137.23190695125868,138.83131427540727,143.75,143.0,5.688500859167817
2023-01-31,144.289993,149.43850085916782,137.3601751635018,151.27519083051567,137.23190695125868,140.0837018530022,143.75,144.289993,5.688500859167817
