,close_price,portfolio_value_DQN_Advanced,portfolio_value_TA_RSI,portfolio_value_TA_MACD,portfolio_value_TA_SMA_Crossover,portfolio_value_TA_Stochastic,portfolio_value_TA_All_Signals,portfolio_value_Buy_and_Hold,pnl_DQN_Advanced,pnl_TA_RSI,pnl_TA_MACD,pnl_TA_SMA_Crossover,pnl_TA_Stochastic,pnl_TA_All_Signals,pnl_Buy_and_Hold
2958,518.630005,518.630005,518.630005,518.630005,518.630005,518.630005,518.630005,518.630005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2959,518.630005,518.50034749875,518.3708195902049,518.630005,518.630005,518.3708195902049,518.630005,518.3708195902049,-0.1296575012499943,-0.2591854097951227,0.0,0.0,-0.2591854097951227,0.0,-0.2591854097951227
2960,518.630005,518.5003150843747,518.3708195902049,518.630005,518.630005,518.3708195902049,518.630005,518.3708195902049,-0.12968991562524934,-0.2591854097951227,0.0,0.0,-0.2591854097951227,0.0,-0.2591854097951227
2961,516.950012,517.6605286278959,516.6916661669165,518.630005,518.630005,516.6916661669165,518.630005,516.6916661669165,-0.9694763721040545,-1.938338833083435,0.0,0.0,-1.938338833083435,0.0,-1.938338833083435
2962,516.950012,517.6603186812858,516.6916661669165,518.630005,518.3708195902049,516.6916661669165,518.630005,516.6916661669165,-0.9696863187141389,-1.938338833083435,0.0,-0.2591854097951227,-1.938338833083435,0.0,-1.938338833083435
2963,516.950012,517.6603186287991,516.6916661669165,518.630005,518.3708195902049,516.6916661669165,518.630005,516.6916661669165,-0.9696863712008508,-1.938338833083435,0.0,-0.2591854097951227,-1.938338833083435,0.0,-1.938338833083435
2964,514.419983,516.3935659564986,514.1629015492254,518.630005,515.8338369499627,514.1629015492254,518.630005,514.1629015492254,-2.2364390435013775,-4.46710345077463,0.0,-2.796168050037295,-4.46710345077463,0.0,-4.46710345077463
2965,514.419983,516.3932492683305,514.1629015492255,518.630005,515.8338369499627,514.1629015492255,518.630005,514.1629015492255,-2.2367557316695184,-4.467103450774516,0.0,-2.796168050037295,-4.467103450774516,0.0,-4.467103450774516
2966,514.419983,516.3932491891585,514.1629015492254,518.630005,515.8338369499627,514.1629015492254,518.630005,514.1629015492254,-2.236755810841487,-4.46710345077463,0.0,-2.796168050037295,-4.46710345077463,0.0,-4.46710345077463
2967,529.75,524.0876599336325,529.4852573713144,518.630005,531.2059876263452,529.4852573713144,518.630005,529.4852573713144,5.4576549336325115,10.855252371314464,0.0,12.575982626345194,10.855252371314464,0.0,10.855252371314464
2968,529.75,524.0857363309462,529.4852573713143,518.630005,531.2059876263452,529.2205147426288,518.630005,529.4852573713143,5.455731330946264,10.85525237131435,0.0,12.575982626345194,10.590509742628797,0.0,10.85525237131435
2969,529.75,524.0857358500457,529.4852573713143,518.630005,531.2059876263452,529.2205147426288,518.630005,529.4852573713143,5.455730850045711,10.85525237131435,0.0,12.575982626345194,10.590509742628797,0.0,10.85525237131435
2970,519.369995,518.9512265922075,519.1104397801099,518.630005,520.7974537752997,529.2205147426288,518.630005,519.1104397801099,0.32122159220750746,0.4804347801099311,0.0,2.167448775299704,10.590509742628797,0.0,0.4804347801099311
2971,519.369995,518.9499429648931,519.11043978011,518.630005,520.7974537752997,528.9560367242667,518.630005,519.11043978011,0.31993796489314263,0.4804347801100448,0.0,2.167448775299704,10.326031724266727,0.0,0.4804347801100448
2972,519.369995,518.9499426439862,519.1104397801099,518.630005,520.7974537752997,528.9560367242667,518.630005,519.1104397801099,0.31993764398623625,0.4804347801099311,0.0,2.167448775299704,10.326031724266727,0.0,0.4804347801099311
2973,533.450012,525.9842573761002,533.1834202898551,518.630005,534.916168898057,543.2959294039166,518.630005,533.1834202898551,7.3542523761002485,14.553415289855138,0.0,16.286163898056998,24.66592440391662,0.0,14.553415289855138
2974,533.450012,525.9824987974172,533.1834202898551,518.3708195902049,534.916168898057,543.2959294039166,518.3708195902049,533.1834202898551,7.352493797417196,14.553415289855138,-0.2591854097951227,16.286163898056998,24.66592440391662,-0.2591854097951227,14.553415289855138
2975,533.450012,525.9824983577726,533.1834202898551,518.1116341804097,534.916168898057,543.2959294039166,518.1116341804097,533.1834202898551,7.352493357772573,14.553415289855138,-0.5183708195902454,16.286163898056998,24.66592440391662,-0.5183708195902454,14.553415289855138
2976,519.469971,519.0903278384836,519.2103658170914,518.1116341804097,520.897704553627,529.0578579870208,518.1116341804097,519.2103658170914,0.4603228384836484,0.5803608170914458,-0.5183708195902454,2.2676995536270397,10.427852987020856,-0.5183708195902454,0.5803608170914458
