trade_date,close_price,portfolio_value_PPO_Paper,portfolio_value_TA_RSI,portfolio_value_TA_MACD,portfolio_value_TA_SMA_Crossover,portfolio_value_TA_Stochastic,portfolio_value_TA_All_Signals,portfolio_value_Buy_and_Hold,pnl_PPO_Paper
2023-02-02,150.820007,166.24899989026446,138.21305573311707,147.1068033819584,132.1054050092154,140.95349302273527,138.380005,150.820007,27.868994890264446
2023-02-03,154.5,170.3054587648034,141.58544039032293,150.69619458718478,132.1054050092154,144.39274407415058,138.380005,154.5,31.925453764803393
2023-02-06,151.729996,170.3054587648034,139.0469793144462,147.99438836199852,129.73690986166105,141.80395133203814,135.89901362543677,151.729996,31.925453764803393
2023-02-07,154.649994,170.3054587648034,141.7228964844712,147.99438836199852,132.23365755367462,144.53292559683445,135.89901362543677,154.649994,31.925453764803393
2023-02-08,151.919998,167.29910092940588,139.22109916457592,147.99438836199852,129.89937129313392,141.98152356608068,135.89901362543677,151.919998,28.91909592940587
2023-02-09,150.869995,166.14280445635578,138.2588652670603,147.99438836199852,129.00156500461682,141.00021085115452,135.89901362543677,150.869995,27.762799456355765
2023-02-10,151.009995,166.2969768789365,138.38716275349816,147.99438836199852,129.12127216773197,141.1310521726457,135.89901362543677,151.009995,27.916971878936494
2023-02-13,153.850006,169.42448670769272,140.98977898746813,147.99438836199852,131.54962688220206,143.78527211756978,135.89901362543677,153.850006,31.04448170769271
2023-02-14,153.199997,169.42448670769272,140.39410383845404,147.99438836199852,130.99383592942124,143.17778614227595,135.89901362543677,153.199997,31.04448170769271
2023-02-15,155.330002,169.42448670769272,142.34606303559704,147.99438836199852,132.81509918635751,145.16844806358122,135.89901362543677,155.330002,31.04448170769271
2023-02-16,153.710007,169.42448670769272,140.8614824174409,147.99438836199852,131.42992057413807,143.6544317306595,135.89901362543677,153.710007,31.04448170769271
