strategy,final_portfolio_value,total_return_%,sharpe_ratio_annualized,max_drawdown_%,win_rate_%
DQN_Advanced,193.8339085874353,-46.95440560860088,-1.7349487467232672,-53.95289359994662,12.588904694167852
TA_RSI,545.7930090220657,49.36455024424171,1.2036901016495165,-5.573315367846588,17.99431009957326
TA_MACD,249.39048836602353,-31.750503369901306,-9.692312335007752,-31.750503369901228,0.0
TA_SMA_Crossover,480.7199841569971,31.55632820523355,0.823730691955842,-8.914037159757797,14.224751066856332
TA_Stochastic,559.8117790361575,53.20099967382323,1.0152318525378075,-14.466089494273987,19.985775248933145
TA_All_Signals,292.0777246386892,-20.06849253128572,-6.908137585065589,-20.068492531285642,0.0
Buy_and_Hold,666.1738531468532,82.3085974260445,1.291649420001595,-16.16008175994091,26.03129445234708
