,close_price,portfolio_value_DQN_Advanced,portfolio_value_TA_RSI,portfolio_value_TA_MACD,portfolio_value_TA_SMA_Crossover,portfolio_value_TA_Stochastic,portfolio_value_TA_All_Signals,portfolio_value_Buy_and_Hold,pnl_DQN_Advanced,pnl_TA_RSI,pnl_TA_MACD,pnl_TA_SMA_Crossover,pnl_TA_Stochastic,pnl_TA_All_Signals,pnl_Buy_and_Hold
0,365.410004,365.410004,365.410004,365.410004,365.410004,365.410004,365.410004,365.410004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,365.410004,365.0449590409591,365.410004,365.410004,365.410004,365.0449590409591,365.410004,365.0449590409591,-0.3650449590409153,0.0,0.0,0.0,-0.3650449590409153,0.0,-0.3650449590409153
2,365.410004,364.6799140819181,365.410004,365.410004,365.410004,365.0449590409591,365.410004,365.0449590409591,-0.7300899180818874,0.0,0.0,0.0,-0.3650449590409153,0.0,-0.3650449590409153
3,374.290009,373.1690078063795,365.410004,365.410004,365.410004,373.91609290709295,365.410004,373.91609290709295,7.759003806379496,0.0,0.0,0.0,8.50608890709293,0.0,8.50608890709293
4,374.290009,372.79583879857313,365.410004,365.0449590409591,365.410004,373.91609290709295,365.410004,373.91609290709295,7.385834798573114,0.0,-0.3650449590409153,0.0,8.50608890709293,0.0,8.50608890709293
5,374.290009,372.42341538319,365.410004,364.6799140819181,365.410004,373.91609290709295,365.410004,373.91609290709295,7.013411383189975,0.0,-0.7300899180818874,0.0,8.50608890709293,0.0,8.50608890709293
6,378.869995,372.0509919678068,365.410004,364.6799140819181,365.410004,378.4915034965036,365.410004,378.4915034965036,6.64098796780678,0.0,-0.7300899180818874,0.0,13.081499496503568,0.0,13.081499496503568
7,378.869995,371.6793126551517,365.410004,364.31559848343477,365.410004,378.4915034965036,365.410004,378.4915034965036,6.26930865515169,0.0,-1.0944055165652458,0.0,13.081499496503568,0.0,13.081499496503568
8,378.869995,371.30763334249656,365.410004,363.95128288495135,365.410004,378.4915034965036,365.410004,378.4915034965036,5.897629342496543,0.0,-1.458721115048661,0.0,13.081499496503568,0.0,13.081499496503568
9,384.920013,376.8600310908704,365.410004,363.95128288495135,365.410004,384.53547752247755,365.410004,384.53547752247755,11.450027090870378,0.0,-1.458721115048661,0.0,19.125473522477535,0.0,19.125473522477535
10,384.920013,376.4831710597795,365.0449590409591,363.58769518976163,365.410004,384.53547752247755,365.410004,384.53547752247755,11.073167059779507,-0.3650449590409153,-1.8223088102383826,0.0,19.125473522477535,0.0,19.125473522477535
11,384.920013,376.1070639957838,365.0449590409591,363.22410749457185,365.410004,384.53547752247755,365.410004,384.53547752247755,10.697059995783775,-0.3650449590409153,-2.185896505428161,0.0,19.125473522477535,0.0,19.125473522477535
12,382.019989,375.730956931788,362.29467558843885,363.22410749457185,365.410004,381.63835064935074,365.410004,381.63835064935074,10.320952931787986,-3.1153284115611655,-2.185896505428161,0.0,16.228346649350726,0.0,16.228346649350726
13,382.019989,375.3556013304576,362.29467558843885,362.8612462483236,365.410004,381.63835064935074,365.410004,381.63835064935074,9.945597330457588,-3.1153284115611655,-2.548757751676419,0.0,16.228346649350726,0.0,16.228346649350726
14,382.019989,374.98024572912715,362.29467558843885,362.4983850020753,365.410004,381.63835064935074,365.410004,381.63835064935074,9.570241729127133,-3.1153284115611655,-2.9116189979247338,0.0,16.228346649350726,0.0,16.228346649350726
15,379.980011,372.60525454256987,360.3600303107082,362.4983850020753,365.410004,379.6004105894106,365.410004,379.6004105894106,7.195250542569852,-5.0499736892917895,-2.9116189979247338,0.0,14.1904065894106,0.0,14.1904065894106
16,379.980011,372.2326492880273,359.99967028039754,362.4983850020753,365.410004,379.6004105894106,365.410004,379.6004105894106,6.8226452880272745,-5.410333719602477,-2.9116189979247338,0.0,14.1904065894106,0.0,14.1904065894106
17,379.980011,371.86078849952776,359.99967028039754,362.4983850020753,365.410004,379.6004105894106,365.410004,379.6004105894106,6.450784499527742,-5.410333719602477,-2.9116189979247338,0.0,14.1904065894106,0.0,14.1904065894106
18,389.019989,371.4889277110282,359.99967028039754,362.4983850020753,365.410004,388.6313576423577,365.410004,388.6313576423577,6.07892371102821,-5.410333719602477,-2.9116189979247338,0.0,23.221353642357712,0.0,23.221353642357712
19,389.019989,371.11780990112715,359.64003025014745,362.136248753322,365.410004,388.6313576423577,365.410004,388.6313576423577,5.707805901127131,-5.769973749852568,-3.2737552466780357,0.0,23.221353642357712,0.0,23.221353642357712
20,389.019989,370.746692091226,359.64003025014745,361.7741125045687,365.410004,388.6313576423577,365.410004,388.6313576423577,5.336688091225994,-5.769973749852568,-3.6358914954313377,0.0,23.221353642357712,0.0,23.221353642357712
21,386.209991,367.7009861368587,357.04225174441916,361.7741125045687,365.410004,385.8241668331669,365.410004,385.8241668331669,2.290982136858702,-8.367752255580854,-3.6358914954313377,0.0,20.41416283316687,0.0,20.41416283316687
22,386.209991,367.33328515072185,357.04225174441916,361.7741125045687,365.410004,385.8241668331669,365.410004,385.8241668331669,1.9232811507218344,-8.367752255580854,-3.6358914954313377,0.0,20.41416283316687,0.0,20.41416283316687
23,386.209991,366.96631883189,357.04225174441916,361.7741125045687,365.410004,385.8241668331669,365.410004,385.8241668331669,1.5563148318900062,-8.367752255580854,-3.6358914954313377,0.0,20.41416283316687,0.0,20.41416283316687
24,384.519989,366.59935251305814,355.4798837746776,361.7741125045687,365.410004,384.1358531468532,365.410004,384.1358531468532,1.1893485130581212,-9.930120225322412,-3.6358914954313377,0.0,18.725849146853193,0.0,18.725849146853193
